county,aqi,pollutant,number_of_sites_reporting,date
Steuben,38,Ozone,1,2021-02-13
Steuben,37,Ozone,1,2021-02-14
Steuben,38,PM2.5,1,2021-02-15
Steuben,31,Ozone,1,2021-02-16
Steuben,36,Ozone,1,2021-02-17
Steuben,32,Ozone,1,2021-02-18
Steuben,39,Ozone,1,2021-02-19
Steuben,59,PM2.5,1,2021-02-20
Steuben,45,PM2.5,1,2021-02-21
Steuben,45,PM2.5,1,2021-02-22
Steuben,43,Ozone,1,2021-02-23
Steuben,49,Ozone,1,2021-02-24
Steuben,41,Ozone,1,2021-02-25
Steuben,42,Ozone,1,2021-02-26
Steuben,42,Ozone,1,2021-02-27
Steuben,38,Ozone,1,2021-02-28
Steuben,38,Ozone,1,2021-03-01
Steuben,39,Ozone,1,2021-03-02
Steuben,39,Ozone,1,2021-03-03
Steuben,37,Ozone,1,2021-03-04
Steuben,40,Ozone,1,2021-03-05
Steuben,36,Ozone,1,2021-03-06
Steuben,38,Ozone,1,2021-03-07
Steuben,41,Ozone,1,2021-03-08
Steuben,45,PM2.5,1,2021-03-09
Steuben,55,PM2.5,1,2021-03-10
Steuben,60,PM2.5,1,2021-03-11
Steuben,42,Ozone,1,2021-03-12
Steuben,40,Ozone,1,2021-03-13
Steuben,39,Ozone,1,2021-03-14
Steuben,38,Ozone,1,2021-03-15
Steuben,31,Ozone,1,2021-03-16
Steuben,62,PM2.5,1,2021-03-17
Steuben,56,PM2.5,1,2021-03-18
Steuben,38,Ozone,1,2021-03-19
Steuben,42,Ozone,1,2021-03-20
Steuben,44,Ozone,1,2021-03-21
Steuben,49,Ozone,1,2021-03-22
Steuben,46,Ozone,1,2021-03-23
Steuben,34,Ozone,1,2021-03-24
Steuben,41,Ozone,1,2021-03-25
Steuben,33,Ozone,1,2021-03-26
Steuben,41,Ozone,1,2021-03-27
Steuben,35,Ozone,1,2021-03-28
Steuben,37,Ozone,1,2021-03-29
Steuben,50,Ozone,1,2021-03-30
Steuben,40,Ozone,1,2021-03-31
Suffolk,32,PM2.5,2,2021-01-01
Suffolk,30,PM2.5,2,2021-01-02
Suffolk,36,PM2.5,2,2021-01-03
Suffolk,36,PM2.5,2,2021-01-04
Suffolk,38,PM2.5,2,2021-01-05
Suffolk,36,PM2.5,2,2021-01-06
Suffolk,30,Ozone,2,2021-01-07
Suffolk,29,PM2.5,2,2021-01-08
Suffolk,34,Ozone,2,2021-01-09
Suffolk,47,PM2.5,2,2021-01-10
Suffolk,58,PM2.5,2,2021-01-11
Suffolk,61,PM2.5,2,2021-01-12
Suffolk,72,PM2.5,2,2021-01-13
Suffolk,65,PM2.5,2,2021-01-14
Suffolk,50,PM2.5,2,2021-01-15
Suffolk,28,Ozone,2,2021-01-16
Suffolk,38,PM2.5,2,2021-01-17
Suffolk,37,PM2.5,2,2021-01-18
Suffolk,42,PM2.5,2,2021-01-19
Suffolk,32,PM2.5,2,2021-01-20
Suffolk,47,PM2.5,2,2021-01-21
Suffolk,40,PM2.5,2,2021-01-22
Suffolk,31,Ozone,2,2021-01-23
Suffolk,35,Ozone,2,2021-01-24
Suffolk,32,Ozone,2,2021-01-25
Suffolk,29,Ozone,2,2021-01-26
Suffolk,35,PM2.5,2,2021-01-27
Suffolk,33,Ozone,2,2021-01-28
Suffolk,33,Ozone,2,2021-01-29
Suffolk,34,Ozone,2,2021-01-30
Suffolk,31,Ozone,2,2021-01-31
Suffolk,32,Ozone,2,2021-02-01
Suffolk,32,Ozone,2,2021-02-02
Suffolk,34,Ozone,2,2021-02-03
Suffolk,38,Ozone,2,2021-02-04
Suffolk,50,PM2.5,2,2021-02-05
Suffolk,38,PM2.5,2,2021-02-06
Suffolk,37,PM2.5,2,2021-02-07
Suffolk,38,PM2.5,2,2021-02-08
Suffolk,53,PM2.5,2,2021-02-09
Suffolk,43,PM2.5,2,2021-02-10
Suffolk,37,Ozone,2,2021-02-11
Suffolk,34,Ozone,2,2021-02-12
Suffolk,32,Ozone,2,2021-02-13
Suffolk,31,Ozone,2,2021-02-14
Suffolk,33,PM2.5,2,2021-02-15
Suffolk,30,Ozone,2,2021-02-16
Suffolk,37,Ozone,3,2021-02-17
Suffolk,33,Ozone,3,2021-02-18
Suffolk,34,Ozone,3,2021-02-19
Suffolk,42,Ozone,3,2021-02-20
Suffolk,40,Ozone,3,2021-02-21
Suffolk,31,Ozone,2,2021-02-22
Suffolk,31,Ozone,2,2021-02-23
Suffolk,41,Ozone,2,2021-02-24
Suffolk,42,Ozone,3,2021-02-25
Suffolk,41,Ozone,3,2021-02-26
Suffolk,41,Ozone,3,2021-02-27
Suffolk,37,Ozone,3,2021-02-28
Suffolk,39,Ozone,3,2021-03-01
Suffolk,40,Ozone,3,2021-03-02
Suffolk,40,Ozone,3,2021-03-03
Suffolk,40,Ozone,3,2021-03-04
Suffolk,42,Ozone,3,2021-03-05
Suffolk,39,Ozone,3,2021-03-06
Suffolk,40,Ozone,3,2021-03-07
Suffolk,43,Ozone,3,2021-03-08
Suffolk,48,PM2.5,3,2021-03-09
Suffolk,42,Ozone,3,2021-03-10
Suffolk,67,Ozone,4,2021-03-11
Suffolk,45,Ozone,4,2021-03-12
Suffolk,40,Ozone,4,2021-03-13
Suffolk,42,Ozone,4,2021-03-14
Suffolk,40,Ozone,4,2021-03-15
Suffolk,37,Ozone,4,2021-03-16
Suffolk,39,Ozone,4,2021-03-17
Suffolk,36,Ozone,4,2021-03-18
Suffolk,40,Ozone,4,2021-03-19
Suffolk,40,Ozone,4,2021-03-20
Suffolk,44,Ozone,4,2021-03-21
Suffolk,44,Ozone,4,2021-03-22
Suffolk,40,Ozone,4,2021-03-23
Suffolk,38,Ozone,4,2021-03-24
Suffolk,36,Ozone,4,2021-03-25
Suffolk,42,Ozone,4,2021-03-26
Suffolk,47,Ozone,4,2021-03-27
Suffolk,41,Ozone,4,2021-03-28
Suffolk,41,Ozone,4,2021-03-29
Suffolk,46,Ozone,4,2021-03-30
Suffolk,42,Ozone,3,2021-03-31
Tompkins,32,Ozone,1,2021-01-01
Tompkins,31,Ozone,1,2021-01-02
Tompkins,31,Ozone,1,2021-01-03
Tompkins,26,Ozone,1,2021-01-04
Tompkins,27,Ozone,1,2021-01-05
Tompkins,32,Ozone,1,2021-01-06
Tompkins,32,Ozone,1,2021-01-07
Tompkins,30,Ozone,1,2021-01-08
Tompkins,35,Ozone,1,2021-01-09
Tompkins,31,Ozone,1,2021-01-10
Tompkins,31,Ozone,1,2021-01-11
Tompkins,27,Ozone,1,2021-01-12
Tompkins,26,Ozone,1,2021-01-13
Tompkins,27,Ozone,1,2021-01-14
Tompkins,27,Ozone,1,2021-01-15
Tompkins,31,Ozone,1,2021-01-16
Tompkins,28,Ozone,1,2021-01-17
Tompkins,28,Ozone,1,2021-01-18
Tompkins,31,Ozone,1,2021-01-19
Tompkins,32,Ozone,1,2021-01-20
Tompkins,31,Ozone,1,2021-01-21
Tompkins,32,Ozone,1,2021-01-22
Tompkins,36,Ozone,1,2021-01-23
Tompkins,37,Ozone,1,2021-01-24
Tompkins,38,Ozone,1,2021-01-25
Tompkins,33,Ozone,1,2021-01-26
Tompkins,34,Ozone,1,2021-01-27
Tompkins,37,Ozone,1,2021-01-28
Tompkins,36,Ozone,1,2021-01-29
Tompkins,37,Ozone,1,2021-01-30
Tompkins,36,Ozone,1,2021-01-31
Tompkins,35,Ozone,1,2021-02-01
Tompkins,38,Ozone,1,2021-02-02
Tompkins,39,Ozone,1,2021-02-03
Tompkins,44,Ozone,1,2021-02-04
Tompkins,40,Ozone,1,2021-02-05
Tompkins,40,Ozone,1,2021-02-06
Tompkins,39,Ozone,1,2021-02-07
Tompkins,39,Ozone,1,2021-02-08
Tompkins,37,Ozone,1,2021-02-09
Tompkins,43,Ozone,1,2021-02-10
Tompkins,40,Ozone,1,2021-02-11
Tompkins,35,Ozone,1,2021-02-12
Tompkins,38,Ozone,1,2021-02-13
Tompkins,38,Ozone,1,2021-02-14
Tompkins,38,Ozone,1,2021-02-15
Tompkins,33,Ozone,1,2021-02-16
Tompkins,39,Ozone,1,2021-02-17
Tompkins,35,Ozone,1,2021-02-18
Tompkins,39,Ozone,1,2021-02-19
Tompkins,43,Ozone,1,2021-02-20
Tompkins,45,Ozone,1,2021-02-21
Tompkins,46,Ozone,1,2021-02-22
Tompkins,45,Ozone,1,2021-02-23
Tompkins,54,Ozone,1,2021-02-24
Tompkins,43,Ozone,1,2021-02-25
Tompkins,44,Ozone,1,2021-02-26
Tompkins,44,Ozone,1,2021-02-27
Tompkins,43,Ozone,1,2021-02-28
Wayne,28,Ozone,1,2021-01-01
Wayne,28,Ozone,1,2021-01-02
Wayne,27,Ozone,1,2021-01-03
Wayne,26,Ozone,1,2021-01-04
Wayne,25,Ozone,1,2021-01-05
Wayne,31,Ozone,1,2021-01-06
Wayne,29,Ozone,1,2021-01-07
Wayne,28,Ozone,1,2021-01-08
Wayne,34,Ozone,1,2021-01-09
Wayne,27,Ozone,1,2021-01-10
Wayne,26,Ozone,1,2021-01-11
Wayne,26,Ozone,1,2021-01-12
Wayne,21,Ozone,1,2021-01-13
Wayne,16,Ozone,1,2021-01-14
Wayne,25,Ozone,1,2021-01-15
Wayne,27,Ozone,1,2021-01-16
Wayne,26,Ozone,1,2021-01-17
Wayne,30,Ozone,1,2021-01-18
Wayne,28,Ozone,1,2021-01-19
Wayne,33,Ozone,1,2021-01-20
Wayne,29,Ozone,1,2021-01-21
Wayne,30,Ozone,1,2021-01-22
Wayne,34,Ozone,1,2021-01-23
Wayne,36,Ozone,1,2021-01-24
Wayne,34,Ozone,1,2021-01-25
Wayne,32,Ozone,1,2021-01-26
Wayne,34,Ozone,1,2021-01-27
Wayne,35,Ozone,1,2021-01-28
Wayne,37,Ozone,1,2021-01-29
Wayne,36,Ozone,1,2021-01-30
Wayne,38,Ozone,1,2021-01-31
Wayne,35,Ozone,1,2021-02-01
Wayne,36,Ozone,1,2021-02-02
Wayne,38,Ozone,1,2021-02-03
Wayne,40,Ozone,1,2021-02-04
Wayne,40,Ozone,1,2021-02-05
Wayne,35,Ozone,1,2021-02-06
Wayne,36,Ozone,1,2021-02-07
Wayne,33,Ozone,1,2021-02-09
Wayne,38,Ozone,1,2021-02-10
Wayne,34,Ozone,1,2021-02-11
Wayne,33,Ozone,1,2021-02-12
Wayne,35,Ozone,1,2021-02-13
Wayne,33,Ozone,1,2021-02-14
Wayne,36,Ozone,1,2021-02-15
Wayne,34,Ozone,1,2021-02-16
Wayne,33,Ozone,1,2021-02-17
Wayne,35,Ozone,1,2021-02-18
Wayne,34,Ozone,1,2021-02-19
Wayne,40,Ozone,1,2021-02-20
Wayne,44,Ozone,1,2021-02-21
Wayne,45,Ozone,1,2021-02-22
Wayne,44,Ozone,1,2021-02-23
Wayne,50,Ozone,1,2021-02-24
Wayne,38,Ozone,1,2021-02-25
Wayne,41,Ozone,1,2021-02-26
Wayne,40,Ozone,1,2021-02-27
Wayne,40,Ozone,1,2021-02-28
Wayne,39,Ozone,1,2021-03-01
Wayne,38,Ozone,1,2021-03-02
Wayne,35,Ozone,1,2021-03-03
Wayne,38,Ozone,1,2021-03-04
Wayne,41,Ozone,1,2021-03-05
Wayne,37,Ozone,1,2021-03-06
Wayne,38,Ozone,1,2021-03-07
Wayne,39,Ozone,1,2021-03-08
Wayne,33,Ozone,1,2021-03-09
Wayne,58,Ozone,1,2021-03-10
Wayne,48,Ozone,1,2021-03-11
Wayne,40,Ozone,1,2021-03-12
Wayne,38,Ozone,1,2021-03-13
Wayne,41,Ozone,1,2021-03-14
Wayne,37,Ozone,1,2021-03-15
Wayne,34,Ozone,1,2021-03-16
Wayne,31,Ozone,1,2021-03-17
Wayne,38,Ozone,1,2021-03-18
Wayne,38,Ozone,1,2021-03-19
Wayne,44,Ozone,1,2021-03-20
Wayne,44,Ozone,1,2021-03-21
Wayne,50,Ozone,1,2021-03-22
Wayne,49,Ozone,1,2021-03-23
Wayne,36,Ozone,1,2021-03-24
Wayne,44,Ozone,1,2021-03-25
Wayne,29,Ozone,1,2021-03-26
Wayne,30,Ozone,1,2021-03-27
Wayne,34,Ozone,1,2021-03-28
Wayne,39,Ozone,1,2021-03-29
Wayne,48,Ozone,1,2021-03-30
Wayne,42,Ozone,1,2021-03-31
Westchester,40,PM2.5,1,2021-01-01
Westchester,29,PM2.5,1,2021-01-02
Westchester,35,PM2.5,1,2021-01-03
Westchester,35,PM2.5,1,2021-01-04
Westchester,32,PM2.5,1,2021-01-05
Westchester,29,PM2.5,1,2021-01-06
Westchester,30,Ozone,1,2021-01-07
Westchester,27,Ozone,1,2021-01-08
Westchester,34,Ozone,1,2021-01-09
Westchester,35,PM2.5,1,2021-01-10
Westchester,41,PM2.5,1,2021-01-11
Westchester,57,PM2.5,1,2021-01-12
Westchester,59,PM2.5,1,2021-01-13
Westchester,59,PM2.5,1,2021-01-14
Westchester,48,PM2.5,1,2021-01-15
Westchester,29,Ozone,1,2021-01-16
Westchester,33,PM2.5,1,2021-01-17
Westchester,34,PM2.5,1,2021-01-18
Westchester,34,PM2.5,1,2021-01-19
Westchester,31,Ozone,1,2021-01-20
Westchester,31,PM2.5,1,2021-01-21
Westchester,39,PM2.5,1,2021-01-22
Westchester,31,Ozone,1,2021-01-23
Westchester,35,Ozone,1,2021-01-24
Westchester,31,Ozone,1,2021-01-25
Westchester,30,Ozone,1,2021-01-26
Westchester,35,PM2.5,1,2021-01-27
Westchester,35,Ozone,1,2021-01-28
Westchester,35,Ozone,1,2021-01-29
Westchester,35,Ozone,1,2021-01-30
Westchester,31,Ozone,1,2021-01-31
Westchester,35,Ozone,1,2021-02-01
Westchester,34,Ozone,1,2021-02-02
Westchester,36,Ozone,1,2021-02-03
Westchester,40,Ozone,1,2021-02-04
Westchester,35,PM2.5,1,2021-02-05
Westchester,37,Ozone,1,2021-02-06
Westchester,34,Ozone,1,2021-02-07
Westchester,33,Ozone,1,2021-02-08
Westchester,31,PM2.5,1,2021-02-09
Westchester,37,Ozone,1,2021-02-10
Westchester,40,Ozone,1,2021-02-11
Westchester,36,Ozone,1,2021-02-12
Westchester,36,Ozone,1,2021-02-13
Westchester,34,Ozone,1,2021-02-14
Westchester,32,Ozone,1,2021-02-15
Westchester,31,Ozone,1,2021-02-16
Westchester,35,Ozone,1,2021-02-17
Westchester,34,Ozone,1,2021-02-18
Westchester,33,Ozone,1,2021-02-19
Westchester,41,Ozone,1,2021-02-20
Westchester,40,Ozone,1,2021-02-21
Westchester,29,Ozone,1,2021-02-22
Westchester,37,PM2.5,1,2021-02-23
Westchester,37,Ozone,1,2021-02-24
Westchester,41,Ozone,1,2021-02-25
Westchester,40,Ozone,1,2021-02-26
Westchester,32,Ozone,1,2021-02-27
Westchester,32,Ozone,1,2021-02-28
Westchester,38,Ozone,1,2021-03-01
Westchester,39,Ozone,1,2021-03-02
Westchester,41,Ozone,1,2021-03-03
Westchester,39,Ozone,1,2021-03-04
Westchester,41,Ozone,1,2021-03-05
Westchester,37,Ozone,1,2021-03-06
Westchester,39,Ozone,1,2021-03-07
Westchester,42,Ozone,1,2021-03-08
Westchester,44,Ozone,1,2021-03-09
Westchester,40,Ozone,1,2021-03-10
Westchester,60,PM2.5,1,2021-03-11
Westchester,44,Ozone,1,2021-03-12
Westchester,40,Ozone,1,2021-03-13
Westchester,42,Ozone,1,2021-03-14
Westchester,41,Ozone,1,2021-03-15
Westchester,32,Ozone,1,2021-03-16
Westchester,29,Ozone,1,2021-03-17
Westchester,34,Ozone,1,2021-03-18
Westchester,39,Ozone,1,2021-03-19
Westchester,42,Ozone,1,2021-03-20
Westchester,44,Ozone,1,2021-03-21
Westchester,47,Ozone,1,2021-03-22
Westchester,39,Ozone,1,2021-03-23
Westchester,33,Ozone,1,2021-03-24
Westchester,25,Ozone,1,2021-03-25
Westchester,43,Ozone,1,2021-03-26
Westchester,44,Ozone,1,2021-03-27
Westchester,35,Ozone,1,2021-03-28
Westchester,42,Ozone,1,2021-03-29
Westchester,44,Ozone,1,2021-03-30
Westchester,15,PM2.5,1,2021-03-31
