county,deaths,date
Cayuga,8,2020-11-28
Chautauqua,8,2020-11-28
Chemung,38,2020-11-28
Chenango,7,2020-11-28
Clinton,5,2020-11-28
Columbia,57,2020-11-28
Cortland,3,2020-11-28
Delaware,6,2020-11-28
Dutchess,190,2020-11-28
Erie,805,2020-11-28
Essex,14,2020-11-28
Franklin,7,2020-11-28
Fulton,28,2020-11-28
Genesee,9,2020-11-28
Greene,17,2020-11-28
Hamilton,1,2020-11-28
Herkimer,12,2020-11-28
Jefferson,3,2020-11-28
Kings,5201,2020-11-28
Lewis,9,2020-11-28
Livingston,9,2020-11-28
Madison,11,2020-11-28
Manhattan,2146,2020-11-28
Monroe,291,2020-11-28
Montgomery,16,2020-11-28
Nassau,2256,2020-11-28
Niagara,109,2020-11-28
Non-NYS,124,2020-11-28
Oneida,152,2020-11-28
Onondaga,215,2020-11-28
Ontario,31,2020-11-28
Orange,434,2020-11-28
Orleans,57,2020-11-28
Oswego,8,2020-11-28
Otsego,5,2020-11-28
Putnam,64,2020-11-28
Queens,5178,2020-11-28
Rensselaer,54,2020-11-28
Richmond,781,2020-11-28
Rockland,527,2020-11-28
Saratoga,20,2020-11-28
Schenectady,59,2020-11-28
Schoharie,2,2020-11-28
Schuyler,3,2020-11-28
Seneca,2,2020-11-28
St. Lawrence,10,2020-11-28
Statewide Total,26690,2020-11-28
Steuben,86,2020-11-28
Suffolk,2049,2020-11-28
Sullivan,38,2020-11-28
Tioga,49,2020-11-28
Tompkins,2,2020-11-28
Ulster,93,2020-11-28
Warren,30,2020-11-28
Washington,14,2020-11-28
Wayne,14,2020-11-28
Westchester,1514,2020-11-28
Wyoming,6,2020-11-28
Yates,6,2020-11-28
Albany,146,2020-11-29
Allegany,54,2020-11-29
Bronx,3433,2020-11-29
Broome,147,2020-11-29
Cattaraugus,26,2020-11-29
Cayuga,8,2020-11-29
Chautauqua,8,2020-11-29
Chemung,45,2020-11-29
Chenango,7,2020-11-29
Clinton,5,2020-11-29
Columbia,58,2020-11-29
Cortland,3,2020-11-29
Delaware,6,2020-11-29
Dutchess,191,2020-11-29
Erie,816,2020-11-29
Essex,14,2020-11-29
Franklin,7,2020-11-29
Fulton,28,2020-11-29
Genesee,9,2020-11-29
Greene,17,2020-11-29
Hamilton,1,2020-11-29
Herkimer,12,2020-11-29
Jefferson,3,2020-11-29
Kings,5205,2020-11-29
Lewis,9,2020-11-29
Livingston,9,2020-11-29
Madison,11,2020-11-29
Manhattan,2148,2020-11-29
Monroe,292,2020-11-29
Montgomery,16,2020-11-29
Nassau,2257,2020-11-29
Niagara,109,2020-11-29
Non-NYS,126,2020-11-29
Oneida,153,2020-11-29
Onondaga,216,2020-11-29
Ontario,31,2020-11-29
Orange,435,2020-11-29
Orleans,57,2020-11-29
Oswego,8,2020-11-29
Otsego,5,2020-11-29
Putnam,64,2020-11-29
Queens,5178,2020-11-29
Rensselaer,54,2020-11-29
Richmond,781,2020-11-29
Rockland,528,2020-11-29
Saratoga,21,2020-11-29
Schenectady,59,2020-11-29
Schoharie,2,2020-11-29
Schuyler,3,2020-11-29
Seneca,2,2020-11-29
St. Lawrence,11,2020-11-29
Statewide Total,26747,2020-11-29
Steuben,86,2020-11-29
Suffolk,2053,2020-11-29
Sullivan,38,2020-11-29
Tioga,51,2020-11-29
Tompkins,2,2020-11-29
Ulster,94,2020-11-29
Warren,30,2020-11-29
Washington,14,2020-11-29
Wayne,15,2020-11-29
Westchester,1515,2020-11-29
Wyoming,8,2020-11-29
Yates,7,2020-11-29
Albany,146,2020-11-30
Allegany,56,2020-11-30
Bronx,3436,2020-11-30
Broome,149,2020-11-30
Cattaraugus,26,2020-11-30
Cayuga,8,2020-11-30
Chautauqua,8,2020-11-30
Chemung,49,2020-11-30
Chenango,7,2020-11-30
Clinton,5,2020-11-30
Columbia,58,2020-11-30
Cortland,4,2020-11-30
Delaware,6,2020-11-30
Dutchess,191,2020-11-30
Erie,826,2020-11-30
Essex,14,2020-11-30
Franklin,7,2020-11-30
Fulton,28,2020-11-30
Genesee,10,2020-11-30
Greene,17,2020-11-30
Hamilton,1,2020-11-30
Herkimer,12,2020-11-30
Jefferson,4,2020-11-30
Kings,5205,2020-11-30
Lewis,9,2020-11-30
Livingston,11,2020-11-30
Madison,11,2020-11-30
Manhattan,2148,2020-11-30
Monroe,297,2020-11-30
Montgomery,17,2020-11-30
Nassau,2260,2020-11-30
Niagara,111,2020-11-30
Non-NYS,126,2020-11-30
Oneida,154,2020-11-30
Onondaga,221,2020-11-30
Ontario,31,2020-11-30
Orange,439,2020-11-30
Orleans,57,2020-11-30
Oswego,9,2020-11-30
Otsego,5,2020-11-30
Putnam,64,2020-11-30
Queens,5182,2020-11-30
Rensselaer,54,2020-11-30
Richmond,784,2020-11-30
Rockland,528,2020-11-30
Saratoga,21,2020-11-30
Schenectady,60,2020-11-30
Schoharie,2,2020-11-30
Schuyler,3,2020-11-30
Seneca,2,2020-11-30
St. Lawrence,16,2020-11-30
Statewide Total,26816,2020-11-30
Steuben,87,2020-11-30
Suffolk,2056,2020-11-30
Sullivan,38,2020-11-30
Tioga,51,2020-11-30
Tompkins,3,2020-11-30
Ulster,94,2020-11-30
Warren,30,2020-11-30
Washington,14,2020-11-30
Wayne,16,2020-11-30
Westchester,1517,2020-11-30
Wyoming,8,2020-11-30
Yates,7,2020-11-30
Albany,149,2020-12-01
Allegany,56,2020-12-01
Bronx,3439,2020-12-01
Broome,153,2020-12-01
Cattaraugus,26,2020-12-01
Cayuga,8,2020-12-01
Chautauqua,9,2020-12-01
Chemung,50,2020-12-01
Chenango,7,2020-12-01
Clinton,5,2020-12-01
Columbia,58,2020-12-01
Cortland,4,2020-12-01
Delaware,6,2020-12-01
Dutchess,192,2020-12-01
Erie,842,2020-12-01
Essex,14,2020-12-01
Franklin,7,2020-12-01
Fulton,28,2020-12-01
Genesee,10,2020-12-01
Greene,18,2020-12-01
Hamilton,1,2020-12-01
Herkimer,12,2020-12-01
Jefferson,4,2020-12-01
Kings,5207,2020-12-01
Lewis,9,2020-12-01
Livingston,11,2020-12-01
Madison,11,2020-12-01
Manhattan,2149,2020-12-01
Monroe,300,2020-12-01
Montgomery,17,2020-12-01
Nassau,2262,2020-12-01
Niagara,111,2020-12-01
Non-NYS,128,2020-12-01
Oneida,156,2020-12-01
Onondaga,227,2020-12-01
Ontario,31,2020-12-01
Orange,440,2020-12-01
Orleans,57,2020-12-01
Oswego,10,2020-12-01
Otsego,5,2020-12-01
Putnam,64,2020-12-01
Queens,5188,2020-12-01
Rensselaer,55,2020-12-01
Richmond,789,2020-12-01
Rockland,529,2020-12-01
Saratoga,21,2020-12-01
Schenectady,60,2020-12-01
Schoharie,2,2020-12-01
Schuyler,3,2020-12-01
Seneca,2,2020-12-01
St. Lawrence,16,2020-12-01
Statewide Total,26889,2020-12-01
Steuben,89,2020-12-01
Suffolk,2059,2020-12-01
Sullivan,38,2020-12-01
Tioga,51,2020-12-01
Tompkins,4,2020-12-01
Ulster,94,2020-12-01
Warren,30,2020-12-01
Washington,14,2020-12-01
Wayne,16,2020-12-01
Westchester,1520,2020-12-01
Wyoming,9,2020-12-01
Yates,7,2020-12-01
Albany,152,2020-12-02
Allegany,57,2020-12-02
Bronx,3439,2020-12-02
Broome,156,2020-12-02
Cattaraugus,27,2020-12-02
Cayuga,9,2020-12-02
Chautauqua,9,2020-12-02
Chemung,52,2020-12-02
Chenango,8,2020-12-02
Clinton,5,2020-12-02
Columbia,58,2020-12-02
Cortland,4,2020-12-02
Delaware,6,2020-12-02
Dutchess,192,2020-12-02
Erie,853,2020-12-02
Essex,14,2020-12-02
Franklin,7,2020-12-02
Fulton,28,2020-12-02
Genesee,12,2020-12-02
Greene,18,2020-12-02
Hamilton,1,2020-12-02
Herkimer,12,2020-12-02
Jefferson,4,2020-12-02
Kings,5210,2020-12-02
Lewis,9,2020-12-02
Livingston,12,2020-12-02
Madison,11,2020-12-02
Manhattan,2150,2020-12-02
Monroe,302,2020-12-02
Montgomery,18,2020-12-02
Nassau,2264,2020-12-02
Niagara,112,2020-12-02
Non-NYS,131,2020-12-02
Oneida,158,2020-12-02
Onondaga,231,2020-12-02
Ontario,31,2020-12-02
Orange,442,2020-12-02
Orleans,58,2020-12-02
Oswego,10,2020-12-02
Otsego,5,2020-12-02
Putnam,64,2020-12-02
Queens,5191,2020-12-02
Rensselaer,55,2020-12-02
Richmond,793,2020-12-02
Rockland,530,2020-12-02
Saratoga,21,2020-12-02
Schenectady,60,2020-12-02
Schoharie,2,2020-12-02
Schuyler,3,2020-12-02
Seneca,2,2020-12-02
St. Lawrence,16,2020-12-02
Statewide Total,26955,2020-12-02
Steuben,89,2020-12-02
Suffolk,2062,2020-12-02
Sullivan,38,2020-12-02
Tioga,51,2020-12-02
Tompkins,4,2020-12-02
Ulster,94,2020-12-02
Warren,30,2020-12-02
Washington,14,2020-12-02
Wayne,18,2020-12-02
Westchester,1525,2020-12-02
Wyoming,9,2020-12-02
Yates,7,2020-12-02
Albany,153,2020-12-03
Allegany,57,2020-12-03
Bronx,3441,2020-12-03
Broome,159,2020-12-03
Cattaraugus,27,2020-12-03
Cayuga,9,2020-12-03
Chautauqua,9,2020-12-03
Chemung,53,2020-12-03
Chenango,8,2020-12-03
Clinton,5,2020-12-03
Columbia,58,2020-12-03
Cortland,4,2020-12-03
Delaware,6,2020-12-03
Dutchess,193,2020-12-03
Erie,859,2020-12-03
Essex,14,2020-12-03
Franklin,8,2020-12-03
Fulton,28,2020-12-03
Genesee,13,2020-12-03
Greene,18,2020-12-03
Hamilton,1,2020-12-03
Herkimer,12,2020-12-03
Jefferson,4,2020-12-03
Kings,5215,2020-12-03
Lewis,9,2020-12-03
Livingston,12,2020-12-03
Madison,12,2020-12-03
Manhattan,2152,2020-12-03
Monroe,307,2020-12-03
Montgomery,20,2020-12-03
Nassau,2266,2020-12-03
Niagara,115,2020-12-03
Non-NYS,131,2020-12-03
Oneida,162,2020-12-03
Onondaga,233,2020-12-03
Ontario,31,2020-12-03
Orange,444,2020-12-03
Orleans,58,2020-12-03
Oswego,11,2020-12-03
Otsego,5,2020-12-03
Putnam,64,2020-12-03
Queens,5198,2020-12-03
Rensselaer,56,2020-12-03
Richmond,794,2020-12-03
Rockland,530,2020-12-03
Saratoga,21,2020-12-03
Schenectady,60,2020-12-03
Schoharie,2,2020-12-03
Schuyler,4,2020-12-03
Seneca,2,2020-12-03
St. Lawrence,17,2020-12-03
Statewide Total,27017,2020-12-03
Steuben,91,2020-12-03
Suffolk,2064,2020-12-03
Sullivan,38,2020-12-03
Tioga,51,2020-12-03
Tompkins,4,2020-12-03
Ulster,94,2020-12-03
Warren,30,2020-12-03
Washington,14,2020-12-03
Wayne,18,2020-12-03
Westchester,1527,2020-12-03
Wyoming,9,2020-12-03
Yates,7,2020-12-03
Albany,153,2020-12-04
Allegany,58,2020-12-04
Bronx,3442,2020-12-04
Broome,160,2020-12-04
Cattaraugus,27,2020-12-04
Cayuga,10,2020-12-04
Chautauqua,9,2020-12-04
Chemung,55,2020-12-04
Chenango,10,2020-12-04
Clinton,5,2020-12-04
Columbia,58,2020-12-04
Cortland,4,2020-12-04
Delaware,6,2020-12-04
Dutchess,195,2020-12-04
Erie,870,2020-12-04
Essex,14,2020-12-04
Franklin,8,2020-12-04
Fulton,28,2020-12-04
Genesee,13,2020-12-04
Greene,18,2020-12-04
Hamilton,1,2020-12-04
Herkimer,12,2020-12-04
Jefferson,4,2020-12-04
Kings,5217,2020-12-04
Lewis,9,2020-12-04
Livingston,13,2020-12-04
Madison,12,2020-12-04
Manhattan,2159,2020-12-04
Monroe,312,2020-12-04
Montgomery,20,2020-12-04
Nassau,2269,2020-12-04
Niagara,119,2020-12-04
Non-NYS,132,2020-12-04
Oneida,165,2020-12-04
Onondaga,235,2020-12-04
Ontario,31,2020-12-04
Orange,445,2020-12-04
Orleans,58,2020-12-04
Oswego,12,2020-12-04
Otsego,5,2020-12-04
Putnam,64,2020-12-04
Queens,5199,2020-12-04
Rensselaer,57,2020-12-04
Richmond,798,2020-12-04
Rockland,531,2020-12-04
Saratoga,21,2020-12-04
Schenectady,60,2020-12-04
Schoharie,2,2020-12-04
Schuyler,4,2020-12-04
Seneca,2,2020-12-04
St. Lawrence,19,2020-12-04
Statewide Total,27089,2020-12-04
Steuben,93,2020-12-04
Suffolk,2072,2020-12-04
Sullivan,38,2020-12-04
Tioga,51,2020-12-04
Tompkins,4,2020-12-04
Ulster,95,2020-12-04
Warren,30,2020-12-04
Washington,14,2020-12-04
Wayne,19,2020-12-04
Westchester,1527,2020-12-04
Wyoming,9,2020-12-04
Yates,7,2020-12-04
Albany,154,2020-12-05
Allegany,59,2020-12-05
Bronx,3443,2020-12-05
Broome,162,2020-12-05
Cattaraugus,27,2020-12-05
Cayuga,10,2020-12-05
Chautauqua,9,2020-12-05
Chemung,56,2020-12-05
Chenango,10,2020-12-05
Clinton,5,2020-12-05
Columbia,58,2020-12-05
Cortland,4,2020-12-05
Delaware,6,2020-12-05
Dutchess,196,2020-12-05
Erie,872,2020-12-05
Essex,14,2020-12-05
Franklin,8,2020-12-05
Fulton,28,2020-12-05
Genesee,14,2020-12-05
Greene,18,2020-12-05
Hamilton,1,2020-12-05
Herkimer,12,2020-12-05
Jefferson,4,2020-12-05
Kings,5220,2020-12-05
Lewis,9,2020-12-05
Livingston,13,2020-12-05
Madison,12,2020-12-05
Manhattan,2160,2020-12-05
Monroe,318,2020-12-05
Montgomery,20,2020-12-05
Nassau,2269,2020-12-05
Niagara,121,2020-12-05
Non-NYS,132,2020-12-05
Oneida,169,2020-12-05
Onondaga,240,2020-12-05
Ontario,32,2020-12-05
Orange,446,2020-12-05
Orleans,58,2020-12-05
Oswego,14,2020-12-05
Otsego,5,2020-12-05
Putnam,65,2020-12-05
Queens,5204,2020-12-05
Rensselaer,58,2020-12-05
Richmond,803,2020-12-05
Rockland,531,2020-12-05
Saratoga,21,2020-12-05
Schenectady,60,2020-12-05
Schoharie,2,2020-12-05
Schuyler,4,2020-12-05
Seneca,2,2020-12-05
St. Lawrence,19,2020-12-05
Statewide Total,27149,2020-12-05
Steuben,94,2020-12-05
Suffolk,2077,2020-12-05
Sullivan,38,2020-12-05
Tioga,51,2020-12-05
Tompkins,4,2020-12-05
Ulster,100,2020-12-05
Warren,30,2020-12-05
Washington,14,2020-12-05
Wayne,19,2020-12-05
Westchester,1529,2020-12-05
Wyoming,9,2020-12-05
Yates,7,2020-12-05
Albany,156,2020-12-06
Allegany,60,2020-12-06
Bronx,3447,2020-12-06
Broome,163,2020-12-06
Cattaraugus,28,2020-12-06
Cayuga,10,2020-12-06
Chautauqua,10,2020-12-06
Chemung,58,2020-12-06
Chenango,10,2020-12-06
Clinton,5,2020-12-06
Columbia,58,2020-12-06
Cortland,4,2020-12-06
Delaware,6,2020-12-06
Dutchess,198,2020-12-06
Erie,883,2020-12-06
Essex,14,2020-12-06
Franklin,9,2020-12-06
Fulton,28,2020-12-06
Genesee,15,2020-12-06
Greene,18,2020-12-06
Hamilton,1,2020-12-06
Herkimer,12,2020-12-06
Jefferson,4,2020-12-06
Kings,5223,2020-12-06
Lewis,9,2020-12-06
Livingston,14,2020-12-06
Madison,13,2020-12-06
Manhattan,2162,2020-12-06
Monroe,319,2020-12-06
Montgomery,20,2020-12-06
Nassau,2273,2020-12-06
Niagara,123,2020-12-06
Non-NYS,132,2020-12-06
Oneida,171,2020-12-06
Onondaga,242,2020-12-06
Ontario,33,2020-12-06
Orange,448,2020-12-06
Orleans,58,2020-12-06
Oswego,14,2020-12-06
Otsego,5,2020-12-06
Putnam,65,2020-12-06
Queens,5211,2020-12-06
Rensselaer,60,2020-12-06
Richmond,807,2020-12-06
Rockland,534,2020-12-06
Saratoga,22,2020-12-06
Schenectady,60,2020-12-06
Schoharie,2,2020-12-06
Schuyler,4,2020-12-06
Seneca,2,2020-12-06
St. Lawrence,19,2020-12-06
Statewide Total,27232,2020-12-06
Steuben,95,2020-12-06
Suffolk,2083,2020-12-06
Sullivan,39,2020-12-06
Tioga,51,2020-12-06
Tompkins,4,2020-12-06
Ulster,103,2020-12-06
Warren,30,2020-12-06
Washington,14,2020-12-06
Wayne,21,2020-12-06
Westchester,1534,2020-12-06
Wyoming,9,2020-12-06
Yates,7,2020-12-06
Albany,156,2020-12-07
Allegany,63,2020-12-07
Bronx,3449,2020-12-07
Broome,163,2020-12-07
Cattaraugus,28,2020-12-07
Cayuga,11,2020-12-07
Chautauqua,10,2020-12-07
Chemung,60,2020-12-07
Chenango,10,2020-12-07
Clinton,5,2020-12-07
Columbia,58,2020-12-07
Cortland,4,2020-12-07
Delaware,6,2020-12-07
Dutchess,198,2020-12-07
Erie,891,2020-12-07
Essex,14,2020-12-07
Franklin,9,2020-12-07
Fulton,28,2020-12-07
Genesee,17,2020-12-07
Greene,18,2020-12-07
Hamilton,1,2020-12-07
Herkimer,12,2020-12-07
Jefferson,4,2020-12-07
Kings,5227,2020-12-07
Lewis,9,2020-12-07
Livingston,15,2020-12-07
Madison,14,2020-12-07
Manhattan,2165,2020-12-07
Monroe,323,2020-12-07
Montgomery,20,2020-12-07
Nassau,2278,2020-12-07
Niagara,124,2020-12-07
Non-NYS,133,2020-12-07
Oneida,172,2020-12-07
Onondaga,249,2020-12-07
Ontario,33,2020-12-07
Orange,450,2020-12-07
Orleans,59,2020-12-07
Oswego,15,2020-12-07
Otsego,5,2020-12-07
Putnam,66,2020-12-07
Queens,5218,2020-12-07
Rensselaer,60,2020-12-07
Richmond,808,2020-12-07
Rockland,534,2020-12-07
Saratoga,22,2020-12-07
Schenectady,60,2020-12-07
Schoharie,2,2020-12-07
Schuyler,4,2020-12-07
Seneca,2,2020-12-07
St. Lawrence,21,2020-12-07
Statewide Total,27307,2020-12-07
Steuben,95,2020-12-07
Suffolk,2089,2020-12-07
Sullivan,39,2020-12-07
Tioga,52,2020-12-07
Tompkins,4,2020-12-07
Ulster,104,2020-12-07
Warren,30,2020-12-07
Washington,14,2020-12-07
Wayne,21,2020-12-07
Westchester,1539,2020-12-07
Wyoming,10,2020-12-07
Yates,7,2020-12-07
Albany,157,2020-12-08
Allegany,63,2020-12-08
Bronx,3450,2020-12-08
Broome,166,2020-12-08
Cattaraugus,28,2020-12-08
Cayuga,11,2020-12-08
Chautauqua,10,2020-12-08
Chemung,62,2020-12-08
Chenango,10,2020-12-08
Clinton,5,2020-12-08
Columbia,58,2020-12-08
Cortland,4,2020-12-08
Delaware,6,2020-12-08
Dutchess,200,2020-12-08
Erie,903,2020-12-08
Essex,14,2020-12-08
Franklin,9,2020-12-08
Fulton,28,2020-12-08
Genesee,17,2020-12-08
Greene,18,2020-12-08
Hamilton,1,2020-12-08
Herkimer,12,2020-12-08
Jefferson,4,2020-12-08
Kings,5235,2020-12-08
Lewis,9,2020-12-08
Livingston,15,2020-12-08
Madison,15,2020-12-08
Manhattan,2166,2020-12-08
Monroe,333,2020-12-08
Montgomery,20,2020-12-08
Nassau,2285,2020-12-08
Niagara,125,2020-12-08
Non-NYS,133,2020-12-08
Oneida,177,2020-12-08
Onondaga,254,2020-12-08
Ontario,34,2020-12-08
Orange,453,2020-12-08
Orleans,59,2020-12-08
Oswego,17,2020-12-08
Otsego,5,2020-12-08
Putnam,66,2020-12-08
Queens,5222,2020-12-08
Rensselaer,63,2020-12-08
Richmond,810,2020-12-08
Rockland,538,2020-12-08
Saratoga,22,2020-12-08
Schenectady,60,2020-12-08
Schoharie,2,2020-12-08
Schuyler,4,2020-12-08
Seneca,4,2020-12-08
St. Lawrence,21,2020-12-08
Statewide Total,27404,2020-12-08
Steuben,97,2020-12-08
Suffolk,2093,2020-12-08
Sullivan,39,2020-12-08
Tioga,52,2020-12-08
Tompkins,5,2020-12-08
Ulster,108,2020-12-08
Warren,30,2020-12-08
Washington,14,2020-12-08
Wayne,21,2020-12-08
Westchester,1545,2020-12-08
Wyoming,10,2020-12-08
Yates,7,2020-12-08
Albany,159,2020-12-09
Allegany,63,2020-12-09
Bronx,3452,2020-12-09
Broome,167,2020-12-09
Cattaraugus,28,2020-12-09
Cayuga,11,2020-12-09
Chautauqua,10,2020-12-09
Chemung,63,2020-12-09
Chenango,10,2020-12-09
Clinton,5,2020-12-09
Columbia,58,2020-12-09
Cortland,4,2020-12-09
Delaware,6,2020-12-09
Dutchess,202,2020-12-09
Erie,919,2020-12-09
Essex,14,2020-12-09
Franklin,9,2020-12-09
Fulton,28,2020-12-09
Genesee,18,2020-12-09
Greene,18,2020-12-09
Hamilton,1,2020-12-09
Herkimer,13,2020-12-09
Jefferson,4,2020-12-09
Kings,5243,2020-12-09
Lewis,9,2020-12-09
Livingston,16,2020-12-09
Madison,15,2020-12-09
Manhattan,2167,2020-12-09
Monroe,344,2020-12-09
Montgomery,20,2020-12-09
Nassau,2292,2020-12-09
Niagara,127,2020-12-09
Non-NYS,135,2020-12-09
Oneida,182,2020-12-09
Onondaga,259,2020-12-09
Ontario,34,2020-12-09
Orange,455,2020-12-09
Orleans,59,2020-12-09
Oswego,18,2020-12-09
Otsego,5,2020-12-09
Putnam,66,2020-12-09
Queens,5226,2020-12-09
Rensselaer,63,2020-12-09
Richmond,812,2020-12-09
Rockland,540,2020-12-09
Saratoga,23,2020-12-09
Schenectady,62,2020-12-09
Schoharie,2,2020-12-09
Schuyler,4,2020-12-09
Seneca,4,2020-12-09
St. Lawrence,22,2020-12-09
Statewide Total,27498,2020-12-09
Steuben,98,2020-12-09
Suffolk,2097,2020-12-09
Sullivan,39,2020-12-09
Tioga,52,2020-12-09
Tompkins,5,2020-12-09
Ulster,108,2020-12-09
Warren,30,2020-12-09
Washington,14,2020-12-09
Wayne,22,2020-12-09
Westchester,1550,2020-12-09
Wyoming,10,2020-12-09
Yates,7,2020-12-09
Albany,161,2020-12-10
Allegany,64,2020-12-10
Bronx,3454,2020-12-10
Broome,170,2020-12-10
Cattaraugus,28,2020-12-10
Cayuga,12,2020-12-10
Chautauqua,10,2020-12-10
Chemung,64,2020-12-10
Chenango,10,2020-12-10
Clinton,5,2020-12-10
Columbia,58,2020-12-10
Cortland,4,2020-12-10
Delaware,7,2020-12-10
Dutchess,204,2020-12-10
Erie,935,2020-12-10
Essex,14,2020-12-10
Franklin,9,2020-12-10
Fulton,28,2020-12-10
Genesee,18,2020-12-10
Greene,18,2020-12-10
Hamilton,1,2020-12-10
Herkimer,13,2020-12-10
Jefferson,5,2020-12-10
Kings,5251,2020-12-10
Lewis,9,2020-12-10
Livingston,16,2020-12-10
Madison,16,2020-12-10
Manhattan,2170,2020-12-10
Monroe,353,2020-12-10
Montgomery,20,2020-12-10
Nassau,2293,2020-12-10
Niagara,128,2020-12-10
Non-NYS,136,2020-12-10
Oneida,185,2020-12-10
Onondaga,262,2020-12-10
Ontario,35,2020-12-10
Orange,457,2020-12-10
Orleans,59,2020-12-10
Oswego,18,2020-12-10
Otsego,5,2020-12-10
Putnam,66,2020-12-10
Queens,5229,2020-12-10
Rensselaer,64,2020-12-10
Richmond,814,2020-12-10
Rockland,542,2020-12-10
Saratoga,24,2020-12-10
Schenectady,62,2020-12-10
Schoharie,2,2020-12-10
Schuyler,5,2020-12-10
Seneca,7,2020-12-10
St. Lawrence,23,2020-12-10
Statewide Total,27587,2020-12-10
Steuben,98,2020-12-10
Suffolk,2101,2020-12-10
Sullivan,40,2020-12-10
Tioga,52,2020-12-10
Tompkins,5,2020-12-10
Ulster,111,2020-12-10
Warren,30,2020-12-10
Washington,14,2020-12-10
Wayne,23,2020-12-10
Westchester,1553,2020-12-10
Wyoming,10,2020-12-10
Yates,7,2020-12-10
Albany,165,2020-12-11
Allegany,64,2020-12-11
Bronx,3460,2020-12-11
Broome,173,2020-12-11
Cattaraugus,28,2020-12-11
Cayuga,13,2020-12-11
Chautauqua,10,2020-12-11
Chemung,69,2020-12-11
Chenango,11,2020-12-11
Clinton,5,2020-12-11
Columbia,58,2020-12-11
Cortland,4,2020-12-11
Delaware,7,2020-12-11
Dutchess,205,2020-12-11
Erie,948,2020-12-11
Essex,14,2020-12-11
Franklin,9,2020-12-11
Fulton,29,2020-12-11
Genesee,19,2020-12-11
Greene,18,2020-12-11
Hamilton,1,2020-12-11
Herkimer,13,2020-12-11
Jefferson,5,2020-12-11
Kings,5253,2020-12-11
Lewis,9,2020-12-11
Livingston,17,2020-12-11
Madison,19,2020-12-11
Manhattan,2170,2020-12-11
Monroe,356,2020-12-11
Montgomery,20,2020-12-11
Nassau,2294,2020-12-11
Niagara,130,2020-12-11
Non-NYS,136,2020-12-11
Oneida,187,2020-12-11
Onondaga,265,2020-12-11
Ontario,36,2020-12-11
Orange,460,2020-12-11
Orleans,59,2020-12-11
Oswego,19,2020-12-11
Otsego,5,2020-12-11
Putnam,66,2020-12-11
Queens,5232,2020-12-11
Rensselaer,67,2020-12-11
Richmond,817,2020-12-11
Rockland,543,2020-12-11
Saratoga,24,2020-12-11
Schenectady,62,2020-12-11
Schoharie,2,2020-12-11
Schuyler,5,2020-12-11
Seneca,9,2020-12-11
St. Lawrence,24,2020-12-11
Statewide Total,27675,2020-12-11
Steuben,99,2020-12-11
Suffolk,2108,2020-12-11
Sullivan,40,2020-12-11
Tioga,52,2020-12-11
Tompkins,5,2020-12-11
Ulster,114,2020-12-11
Warren,30,2020-12-11
Washington,14,2020-12-11
Wayne,23,2020-12-11
Westchester,1558,2020-12-11
Wyoming,11,2020-12-11
Yates,7,2020-12-11
Albany,167,2020-12-12
Allegany,64,2020-12-12
Bronx,3462,2020-12-12
Broome,176,2020-12-12
Cattaraugus,29,2020-12-12
Cayuga,13,2020-12-12
Chautauqua,11,2020-12-12
Chemung,70,2020-12-12
Chenango,13,2020-12-12
Clinton,5,2020-12-12
Columbia,58,2020-12-12
Cortland,6,2020-12-12
Delaware,7,2020-12-12
Dutchess,206,2020-12-12
Erie,965,2020-12-12
Essex,14,2020-12-12
Franklin,9,2020-12-12
Fulton,29,2020-12-12
Genesee,19,2020-12-12
Greene,18,2020-12-12
Hamilton,1,2020-12-12
Herkimer,13,2020-12-12
Jefferson,5,2020-12-12
Kings,5259,2020-12-12
Lewis,9,2020-12-12
Livingston,19,2020-12-12
Madison,23,2020-12-12
Manhattan,2172,2020-12-12
Monroe,363,2020-12-12
Montgomery,20,2020-12-12
Nassau,2297,2020-12-12
Niagara,134,2020-12-12
Non-NYS,137,2020-12-12
Oneida,188,2020-12-12
Onondaga,277,2020-12-12
Ontario,36,2020-12-12
Orange,464,2020-12-12
Orleans,59,2020-12-12
Oswego,19,2020-12-12
Otsego,5,2020-12-12
Putnam,66,2020-12-12
Queens,5236,2020-12-12
Rensselaer,67,2020-12-12
Richmond,822,2020-12-12
Rockland,547,2020-12-12
Saratoga,24,2020-12-12
Schenectady,62,2020-12-12
Schoharie,2,2020-12-12
Schuyler,5,2020-12-12
Seneca,12,2020-12-12
St. Lawrence,25,2020-12-12
Statewide Total,27785,2020-12-12
Steuben,99,2020-12-12
Suffolk,2113,2020-12-12
Sullivan,40,2020-12-12
Tioga,52,2020-12-12
Tompkins,6,2020-12-12
Ulster,116,2020-12-12
Warren,30,2020-12-12
Washington,14,2020-12-12
Wayne,25,2020-12-12
Westchester,1562,2020-12-12
Wyoming,12,2020-12-12
Yates,7,2020-12-12
Albany,169,2020-12-13
Allegany,64,2020-12-13
Bronx,3464,2020-12-13
Broome,178,2020-12-13
Cattaraugus,29,2020-12-13
Cayuga,13,2020-12-13
Chautauqua,11,2020-12-13
Chemung,73,2020-12-13
Chenango,13,2020-12-13
Clinton,5,2020-12-13
Columbia,58,2020-12-13
Cortland,10,2020-12-13
Delaware,7,2020-12-13
Dutchess,206,2020-12-13
Erie,973,2020-12-13
Essex,14,2020-12-13
