Report Date,County,Place of Fatality,Deaths by County of Residence
9/14/20,Oswego,0,3
9/14/20,Otsego,6,4
9/14/20,Putnam,62,63
9/14/20,Queens,4079,5106
9/14/20,Rensselaer,47,42
9/14/20,Richmond,752,754
9/14/20,Rockland,471,509
9/14/20,Saratoga,5,15
9/14/20,Schenectady,45,46
9/14/20,Schoharie,0,2
9/14/20,Schuyler,0,0
9/14/20,Seneca,0,1
9/14/20,St. Lawrence,4,4
9/14/20,Statewide Total,25405,25405
9/14/20,Steuben,29,39
9/14/20,Suffolk,2058,2011
9/14/20,Sullivan,32,37
9/14/20,Tioga,19,21
9/14/20,Tompkins,2,0
9/14/20,Ulster,51,83
9/14/20,Warren,31,30
9/14/20,Washington,11,14
9/14/20,Wayne,1,3
9/14/20,Westchester,1584,1453
9/14/20,Wyoming,3,5
9/14/20,Yates,6,6
9/15/20,Albany,178,123
9/15/20,Allegany,0,2
9/15/20,Bronx,3095,3376
9/15/20,Broome,91,85
9/15/20,Cattaraugus,6,7
9/15/20,Cayuga,1,2
9/15/20,Chautauqua,5,4
9/15/20,Chemung,5,2
9/15/20,Chenango,3,6
9/15/20,Clinton,6,5
9/15/20,Columbia,43,47
9/15/20,Cortland,0,1
9/15/20,Delaware,0,4
9/15/20,Dutchess,163,156
9/15/20,Erie,647,619
9/15/20,Essex,11,12
9/15/20,Franklin,1,1
9/15/20,Fulton,20,28
9/15/20,Genesee,6,6
9/15/20,Greene,5,14
9/15/20,Hamilton,0,1
9/15/20,Herkimer,8,10
9/15/20,Jefferson,1,1
9/15/20,Kings,4566,5062
9/15/20,Lewis,0,5
9/15/20,Livingston,6,6
9/15/20,Madison,6,9
9/15/20,Manhattan,3383,2105
9/15/20,Monroe,277,259
9/15/20,Montgomery,8,9
9/15/20,Nassau,2715,2201
9/15/20,Niagara,68,89
9/15/20,Non-NYS,0,106
9/15/20,Oneida,113,120
9/15/20,Onondaga,197,180
9/15/20,Ontario,26,28
9/15/20,Orange,409,411
9/15/20,Orleans,41,55
9/15/20,Oswego,0,3
9/15/20,Otsego,6,4
9/15/20,Putnam,62,63
9/15/20,Queens,4079,5107
9/15/20,Rensselaer,47,42
9/15/20,Richmond,752,754
9/15/20,Rockland,471,509
9/15/20,Saratoga,5,15
9/15/20,Schenectady,45,46
9/15/20,Schoharie,0,2
9/15/20,Schuyler,0,0
9/15/20,Seneca,0,1
9/15/20,St. Lawrence,4,4
9/15/20,Statewide Total,25410,25410
9/15/20,Steuben,29,39
9/15/20,Suffolk,2058,2011
9/15/20,Sullivan,32,37
9/15/20,Tioga,19,21
9/15/20,Tompkins,2,0
9/15/20,Ulster,51,83
9/15/20,Warren,31,30
9/15/20,Washington,11,14
9/15/20,Wayne,1,3
9/15/20,Westchester,1586,1454
9/15/20,Wyoming,3,5
9/15/20,Yates,6,6
9/16/20,Albany,178,123
9/16/20,Allegany,0,2
9/16/20,Bronx,3095,3376
9/16/20,Broome,91,85
9/16/20,Cattaraugus,6,7
9/16/20,Cayuga,1,2
9/16/20,Chautauqua,5,4
9/16/20,Chemung,5,2
9/16/20,Chenango,3,6
9/16/20,Clinton,6,5
9/16/20,Columbia,43,47
9/16/20,Cortland,0,1
9/16/20,Delaware,0,4
9/16/20,Dutchess,163,156
9/16/20,Erie,647,619
9/16/20,Essex,11,12
9/16/20,Franklin,1,1
9/16/20,Fulton,20,28
9/16/20,Genesee,6,6
9/16/20,Greene,5,14
9/16/20,Hamilton,0,1
9/16/20,Herkimer,8,10
9/16/20,Jefferson,1,1
9/16/20,Kings,4566,5062
9/16/20,Lewis,0,5
9/16/20,Livingston,6,6
9/16/20,Madison,6,9
9/16/20,Manhattan,3383,2105
9/16/20,Monroe,277,259
9/16/20,Montgomery,8,9
9/16/20,Nassau,2715,2201
9/16/20,Niagara,68,89
9/16/20,Non-NYS,0,106
9/16/20,Oneida,114,121
9/16/20,Onondaga,197,180
9/16/20,Ontario,26,28
9/16/20,Orange,409,411
9/16/20,Orleans,41,55
9/16/20,Oswego,0,3
9/16/20,Otsego,6,4
9/16/20,Putnam,62,63
9/16/20,Queens,4080,5108
9/16/20,Rensselaer,47,42
9/16/20,Richmond,752,754
9/16/20,Rockland,471,509
9/16/20,Saratoga,5,15
9/16/20,Schenectady,45,46
9/16/20,Schoharie,0,2
9/16/20,Schuyler,0,0
9/16/20,Seneca,0,1
9/16/20,St. Lawrence,4,4
9/16/20,Statewide Total,25413,25413
9/16/20,Steuben,29,39
9/16/20,Suffolk,2058,2011
9/16/20,Sullivan,32,37
9/16/20,Tioga,19,21
9/16/20,Tompkins,2,0
9/16/20,Ulster,52,84
9/16/20,Warren,31,30
9/16/20,Washington,11,14
9/16/20,Wayne,1,3
9/16/20,Westchester,1586,1454
9/16/20,Wyoming,3,5
9/16/20,Yates,6,6
9/17/20,Albany,178,123
9/17/20,Allegany,0,2
9/17/20,Bronx,3095,3376
9/17/20,Broome,91,85
9/17/20,Cattaraugus,6,7
9/17/20,Cayuga,1,2
9/17/20,Chautauqua,5,4
9/17/20,Chemung,6,3
9/17/20,Chenango,3,6
9/17/20,Clinton,6,5
9/17/20,Columbia,43,47
9/17/20,Cortland,0,1
9/17/20,Delaware,0,4
9/17/20,Dutchess,163,156
9/17/20,Erie,649,621
9/17/20,Essex,12,13
9/17/20,Franklin,1,1
9/17/20,Fulton,20,28
9/17/20,Genesee,6,6
9/17/20,Greene,5,14
9/17/20,Hamilton,0,1
9/17/20,Herkimer,8,10
9/17/20,Jefferson,1,1
9/17/20,Kings,4566,5062
9/17/20,Lewis,0,5
9/17/20,Livingston,6,6
9/17/20,Madison,6,9
9/17/20,Manhattan,3384,2106
9/17/20,Monroe,277,259
9/17/20,Montgomery,8,9
9/17/20,Nassau,2715,2201
9/17/20,Niagara,68,89
9/17/20,Non-NYS,0,106
9/17/20,Oneida,114,121
9/17/20,Onondaga,197,180
9/17/20,Ontario,26,28
9/17/20,Orange,410,412
9/17/20,Orleans,41,55
9/17/20,Oswego,0,3
9/17/20,Otsego,6,4
9/17/20,Putnam,62,63
9/17/20,Queens,4083,5111
9/17/20,Rensselaer,47,42
9/17/20,Richmond,753,755
9/17/20,Rockland,471,509
9/17/20,Saratoga,5,15
9/17/20,Schenectady,45,46
9/17/20,Schoharie,0,2
9/17/20,Schuyler,0,0
9/17/20,Seneca,0,1
9/17/20,St. Lawrence,4,4
9/17/20,Statewide Total,25423,25423
9/17/20,Steuben,29,39
9/17/20,Suffolk,2058,2011
9/17/20,Sullivan,32,37
9/17/20,Tioga,19,21
9/17/20,Tompkins,2,0
9/17/20,Ulster,52,84
9/17/20,Warren,31,30
9/17/20,Washington,11,14
9/17/20,Wayne,1,3
9/17/20,Westchester,1586,1454
9/17/20,Wyoming,3,5
9/17/20,Yates,6,6
9/18/20,Albany,178,123
9/18/20,Allegany,0,2
9/18/20,Bronx,3095,3376
9/18/20,Broome,91,85
9/18/20,Cattaraugus,6,7
9/18/20,Cayuga,1,2
9/18/20,Chautauqua,5,4
9/18/20,Chemung,6,3
9/18/20,Chenango,3,6
9/18/20,Clinton,6,5
9/18/20,Columbia,43,47
9/18/20,Cortland,0,1
9/18/20,Delaware,0,4
9/18/20,Dutchess,163,156
9/18/20,Erie,650,622
9/18/20,Essex,12,13
9/18/20,Franklin,1,1
9/18/20,Fulton,20,28
9/18/20,Genesee,6,6
9/18/20,Greene,5,14
9/18/20,Hamilton,0,1
9/18/20,Herkimer,8,10
9/18/20,Jefferson,1,1
9/18/20,Kings,4566,5062
9/18/20,Lewis,0,5
9/18/20,Livingston,6,6
9/18/20,Madison,6,9
9/18/20,Manhattan,3384,2106
9/18/20,Monroe,277,259
9/18/20,Montgomery,8,9
9/18/20,Nassau,2716,2201
9/18/20,Niagara,68,89
9/18/20,Non-NYS,0,106
9/18/20,Oneida,114,121
9/18/20,Onondaga,197,180
9/18/20,Ontario,26,28
9/18/20,Orange,410,412
9/18/20,Orleans,41,55
9/18/20,Oswego,0,3
9/18/20,Otsego,6,4
9/18/20,Putnam,62,63
9/18/20,Queens,4083,5112
9/18/20,Rensselaer,47,42
9/18/20,Richmond,753,755
9/18/20,Rockland,471,509
9/18/20,Saratoga,5,15
9/18/20,Schenectady,45,46
9/18/20,Schoharie,0,2
9/18/20,Schuyler,0,0
9/18/20,Seneca,0,1
9/18/20,St. Lawrence,4,4
9/18/20,Statewide Total,25425,25425
9/18/20,Steuben,29,39
9/18/20,Suffolk,2058,2011
9/18/20,Sullivan,32,37
9/18/20,Tioga,19,21
9/18/20,Tompkins,2,0
9/18/20,Ulster,52,84
9/18/20,Warren,31,30
9/18/20,Washington,11,14
9/18/20,Wayne,1,3
9/18/20,Westchester,1586,1454
9/18/20,Wyoming,3,5
9/18/20,Yates,6,6
9/19/20,Albany,178,123
9/19/20,Allegany,0,2
9/19/20,Bronx,3095,3376
9/19/20,Broome,91,85
9/19/20,Cattaraugus,6,7
9/19/20,Cayuga,1,2
9/19/20,Chautauqua,5,4
9/19/20,Chemung,6,3
9/19/20,Chenango,3,6
9/19/20,Clinton,6,5
9/19/20,Columbia,43,47
9/19/20,Cortland,0,1
9/19/20,Delaware,0,4
9/19/20,Dutchess,163,156
9/19/20,Erie,650,622
9/19/20,Essex,12,13
9/19/20,Franklin,1,1
9/19/20,Fulton,20,28
9/19/20,Genesee,6,6
9/19/20,Greene,5,14
9/19/20,Hamilton,0,1
9/19/20,Herkimer,8,10
9/19/20,Jefferson,1,1
9/19/20,Kings,4566,5062
9/19/20,Lewis,0,5
9/19/20,Livingston,6,6
9/19/20,Madison,6,9
9/19/20,Manhattan,3384,2106
9/19/20,Monroe,277,259
9/19/20,Montgomery,8,9
9/19/20,Nassau,2716,2201
9/19/20,Niagara,68,89
9/19/20,Non-NYS,0,106
9/19/20,Oneida,114,121
9/19/20,Onondaga,197,180
9/19/20,Ontario,26,28
9/19/20,Orange,411,412
9/19/20,Orleans,41,55
9/19/20,Oswego,0,3
9/19/20,Otsego,6,4
9/19/20,Putnam,62,63
9/19/20,Queens,4084,5113
9/19/20,Rensselaer,47,42
9/19/20,Richmond,753,755
9/19/20,Rockland,471,509
9/19/20,Saratoga,5,15
9/19/20,Schenectady,45,46
9/19/20,Schoharie,0,2
9/19/20,Schuyler,0,0
9/19/20,Seneca,0,1
9/19/20,St. Lawrence,4,4
9/19/20,Statewide Total,25427,25427
9/19/20,Steuben,29,39
9/19/20,Suffolk,2058,2012
9/19/20,Sullivan,32,37
9/19/20,Tioga,19,21
9/19/20,Tompkins,2,0
9/19/20,Ulster,52,84
9/19/20,Warren,31,30
9/19/20,Washington,11,14
9/19/20,Wayne,1,3
9/19/20,Westchester,1586,1454
9/19/20,Wyoming,3,5
9/19/20,Yates,6,6
9/20/20,Albany,178,123
9/20/20,Allegany,0,2
9/20/20,Bronx,3095,3376
9/20/20,Broome,91,85
9/20/20,Cattaraugus,6,7
9/20/20,Cayuga,1,2
9/20/20,Chautauqua,5,4
9/20/20,Chemung,6,3
9/20/20,Chenango,3,6
9/20/20,Clinton,6,5
9/20/20,Columbia,43,47
9/20/20,Cortland,0,1
9/20/20,Delaware,0,4
9/20/20,Dutchess,163,156
9/20/20,Erie,650,622
9/20/20,Essex,12,13
9/20/20,Franklin,1,1
9/20/20,Fulton,20,28
9/20/20,Genesee,6,6
9/20/20,Greene,5,14
9/20/20,Hamilton,0,1
9/20/20,Herkimer,8,10
9/20/20,Jefferson,1,1
9/20/20,Kings,4566,5063
9/20/20,Lewis,0,5
9/20/20,Livingston,6,6
9/20/20,Madison,6,9
9/20/20,Manhattan,3385,2106
9/20/20,Monroe,277,259
9/20/20,Montgomery,8,9
9/20/20,Nassau,2716,2201
9/20/20,Niagara,68,89
9/20/20,Non-NYS,0,106
9/20/20,Oneida,114,121
9/20/20,Onondaga,197,180
9/20/20,Ontario,26,28
9/20/20,Orange,411,412
9/20/20,Orleans,41,55
9/20/20,Oswego,0,3
9/20/20,Otsego,6,4
9/20/20,Putnam,62,63
9/20/20,Queens,4084,5113
9/20/20,Rensselaer,47,42
9/20/20,Richmond,753,755
9/20/20,Rockland,471,509
9/20/20,Saratoga,5,15
9/20/20,Schenectady,45,46
9/20/20,Schoharie,0,2
9/20/20,Schuyler,0,0
9/20/20,Seneca,0,1
9/20/20,St. Lawrence,4,4
9/20/20,Statewide Total,25428,25428
9/20/20,Steuben,29,39
9/20/20,Suffolk,2058,2012
9/20/20,Sullivan,32,37
9/20/20,Tioga,19,21
9/20/20,Tompkins,2,0
9/20/20,Ulster,52,84
9/20/20,Warren,31,30
9/20/20,Washington,11,14
9/20/20,Wayne,1,3
9/20/20,Westchester,1586,1454
9/20/20,Wyoming,3,5
9/20/20,Yates,6,6
9/21/20,Albany,178,123
9/21/20,Allegany,0,2
9/21/20,Bronx,3095,3376
9/21/20,Broome,91,85
9/21/20,Cattaraugus,6,7
9/21/20,Cayuga,1,2
9/21/20,Chautauqua,5,4
9/21/20,Chemung,6,3
9/21/20,Chenango,3,6
9/21/20,Clinton,6,5
9/21/20,Columbia,43,47
9/21/20,Cortland,0,1
9/21/20,Delaware,0,4
9/21/20,Dutchess,163,156
9/21/20,Erie,651,623
9/21/20,Essex,12,13
9/21/20,Franklin,1,1
9/21/20,Fulton,20,28
9/21/20,Genesee,6,6
9/21/20,Greene,5,14
9/21/20,Hamilton,0,1
9/21/20,Herkimer,8,10
9/21/20,Jefferson,1,1
9/21/20,Kings,4568,5065
9/21/20,Lewis,0,5
9/21/20,Livingston,6,6
9/21/20,Madison,6,9
9/21/20,Manhattan,3386,2107
9/21/20,Monroe,277,259
9/21/20,Montgomery,8,9
9/21/20,Nassau,2716,2201
9/21/20,Niagara,68,89
9/21/20,Non-NYS,0,106
9/21/20,Oneida,114,121
9/21/20,Onondaga,197,180
9/21/20,Ontario,26,28
9/21/20,Orange,411,412
9/21/20,Orleans,41,55
9/21/20,Oswego,0,3
9/21/20,Otsego,6,4
9/21/20,Putnam,62,63
9/21/20,Queens,4084,5113
9/21/20,Rensselaer,47,42
9/21/20,Richmond,753,755
9/21/20,Rockland,471,509
9/21/20,Saratoga,5,15
9/21/20,Schenectady,45,46
9/21/20,Schoharie,0,2
9/21/20,Schuyler,0,0
9/21/20,Seneca,0,1
9/21/20,St. Lawrence,4,4
9/21/20,Statewide Total,25432,25432
9/21/20,Steuben,29,39
9/21/20,Suffolk,2058,2012
9/21/20,Sullivan,32,37
9/21/20,Tioga,19,21
9/21/20,Tompkins,2,0
9/21/20,Ulster,52,84
9/21/20,Warren,31,30
9/21/20,Washington,11,14
9/21/20,Wayne,1,3
9/21/20,Westchester,1586,1454
9/21/20,Wyoming,3,5
9/21/20,Yates,6,6
9/22/20,Albany,178,123
9/22/20,Allegany,0,2
9/22/20,Bronx,3095,3377
9/22/20,Broome,91,85
9/22/20,Cattaraugus,6,7
9/22/20,Cayuga,1,2
9/22/20,Chautauqua,5,4
9/22/20,Chemung,6,3
9/22/20,Chenango,3,6
9/22/20,Clinton,6,5
9/22/20,Columbia,43,47
9/22/20,Cortland,0,1
9/22/20,Delaware,0,4
9/22/20,Dutchess,163,156
9/22/20,Erie,651,623
9/22/20,Essex,12,13
9/22/20,Franklin,1,1
9/22/20,Fulton,20,28
9/22/20,Genesee,6,6
9/22/20,Greene,5,14
9/22/20,Hamilton,0,1
9/22/20,Herkimer,8,10
9/22/20,Jefferson,1,1
9/22/20,Kings,4570,5067
9/22/20,Lewis,0,5
9/22/20,Livingston,6,6
9/22/20,Madison,6,9
9/22/20,Manhattan,3388,2108
9/22/20,Monroe,277,259
9/22/20,Montgomery,8,9
9/22/20,Nassau,2716,2201
9/22/20,Niagara,68,89
9/22/20,Non-NYS,0,106
9/22/20,Oneida,114,121
9/22/20,Onondaga,197,180
9/22/20,Ontario,26,28
9/22/20,Orange,411,412
9/22/20,Orleans,41,55
9/22/20,Oswego,0,3
9/22/20,Otsego,6,4
9/22/20,Putnam,62,63
9/22/20,Queens,4084,5113
9/22/20,Rensselaer,47,42
9/22/20,Richmond,753,755
9/22/20,Rockland,471,509
9/22/20,Saratoga,5,15
9/22/20,Schenectady,45,46
9/22/20,Schoharie,0,2
9/22/20,Schuyler,0,0
9/22/20,Seneca,0,1
9/22/20,St. Lawrence,4,4
9/22/20,Statewide Total,25437,25437
9/22/20,Steuben,29,39
9/22/20,Suffolk,2058,2012
9/22/20,Sullivan,32,37
9/22/20,Tioga,19,21
9/22/20,Tompkins,2,0
9/22/20,Ulster,52,84
9/22/20,Warren,31,30
9/22/20,Washington,11,14
9/22/20,Wayne,1,3
9/22/20,Westchester,1587,1455
9/22/20,Wyoming,3,5
9/22/20,Yates,6,6
9/23/20,Albany,178,123
9/23/20,Allegany,0,2
9/23/20,Bronx,3095,3377
9/23/20,Broome,91,85
9/23/20,Cattaraugus,6,7
9/23/20,Cayuga,1,2
9/23/20,Chautauqua,5,4
9/23/20,Chemung,6,3
9/23/20,Chenango,3,6
9/23/20,Clinton,6,5
9/23/20,Columbia,43,47
9/23/20,Cortland,0,1
9/23/20,Delaware,0,4
9/23/20,Dutchess,163,156
9/23/20,Erie,651,623
9/23/20,Essex,12,13
9/23/20,Franklin,1,1
9/23/20,Fulton,20,28
9/23/20,Genesee,6,6
9/23/20,Greene,5,14
9/23/20,Hamilton,0,1
9/23/20,Herkimer,8,10
9/23/20,Jefferson,1,1
9/23/20,Kings,4572,5069
9/23/20,Lewis,0,5
9/23/20,Livingston,6,6
9/23/20,Madison,6,9
9/23/20,Manhattan,3388,2108
9/23/20,Monroe,277,259
9/23/20,Montgomery,8,9
9/23/20,Nassau,2716,2201
9/23/20,Niagara,68,89
9/23/20,Non-NYS,0,106
9/23/20,Oneida,114,121
9/23/20,Onondaga,197,180
9/23/20,Ontario,26,28
9/23/20,Orange,411,412
9/23/20,Orleans,41,55
9/23/20,Oswego,0,3
9/23/20,Otsego,6,4
9/23/20,Putnam,62,63
9/23/20,Queens,4084,5113
9/23/20,Rensselaer,47,42
9/23/20,Richmond,753,755
9/23/20,Rockland,471,509
9/23/20,Saratoga,5,15
9/23/20,Schenectady,45,46
9/23/20,Schoharie,0,2
9/23/20,Schuyler,0,0
9/23/20,Seneca,0,1
9/23/20,St. Lawrence,4,4
9/23/20,Statewide Total,25439,25439
9/23/20,Steuben,29,39
9/23/20,Suffolk,2058,2012
9/23/20,Sullivan,32,37
9/23/20,Tioga,19,21
9/23/20,Tompkins,2,0
9/23/20,Ulster,52,84
9/23/20,Warren,31,30
9/23/20,Washington,11,14
9/23/20,Wayne,1,3
9/23/20,Westchester,1587,1455
9/23/20,Wyoming,3,5
9/23/20,Yates,6,6
9/24/20,Albany,178,123
9/24/20,Allegany,0,2
9/24/20,Bronx,3095,3378
9/24/20,Broome,91,85
9/24/20,Cattaraugus,6,7
9/24/20,Cayuga,1,2
9/24/20,Chautauqua,5,4
9/24/20,Chemung,7,4
9/24/20,Chenango,3,6
9/24/20,Clinton,6,5
9/24/20,Columbia,43,47
9/24/20,Cortland,0,1
9/24/20,Delaware,0,4
9/24/20,Dutchess,163,156
9/24/20,Erie,651,623
9/24/20,Essex,12,13
9/24/20,Franklin,1,1
9/24/20,Fulton,20,28
9/24/20,Genesee,6,6
9/24/20,Greene,5,14
9/24/20,Hamilton,0,1
9/24/20,Herkimer,8,10
9/24/20,Jefferson,1,1
9/24/20,Kings,4572,5069
9/24/20,Lewis,0,5
9/24/20,Livingston,6,6
9/24/20,Madison,6,9
9/24/20,Manhattan,3390,2109
9/24/20,Monroe,277,259
9/24/20,Montgomery,8,9
9/24/20,Nassau,2716,2201
9/24/20,Niagara,68,89
9/24/20,Non-NYS,0,106
9/24/20,Oneida,114,121
9/24/20,Onondaga,197,180
9/24/20,Ontario,26,28
9/24/20,Orange,411,412
9/24/20,Orleans,41,55
9/24/20,Oswego,0,3
9/24/20,Otsego,6,4
9/24/20,Putnam,62,63
9/24/20,Queens,4084,5113
9/24/20,Rensselaer,47,42
9/24/20,Richmond,753,755
9/24/20,Rockland,471,509
9/24/20,Saratoga,5,15
9/24/20,Schenectady,45,46
9/24/20,Schoharie,0,2
9/24/20,Schuyler,0,0
9/24/20,Seneca,0,1
9/24/20,St. Lawrence,4,4
9/24/20,Statewide Total,25446,25446
9/24/20,Steuben,31,41
9/24/20,Suffolk,2059,2013
9/24/20,Sullivan,32,37
9/24/20,Tioga,19,21
9/24/20,Tompkins,2,0
9/24/20,Ulster,52,84
9/24/20,Warren,31,30
9/24/20,Washington,11,14
9/24/20,Wayne,1,3
9/24/20,Westchester,1588,1456
9/24/20,Wyoming,3,5
9/24/20,Yates,6,6
9/25/20,Albany,178,123
9/25/20,Allegany,0,2
9/25/20,Bronx,3095,3378
9/25/20,Broome,91,85
9/25/20,Cattaraugus,6,7
9/25/20,Cayuga,1,2
9/25/20,Chautauqua,5,4
9/25/20,Chemung,7,4
9/25/20,Chenango,3,6
9/25/20,Clinton,6,5
9/25/20,Columbia,43,47
9/25/20,Cortland,0,1
9/25/20,Delaware,0,4
9/25/20,Dutchess,163,156
9/25/20,Erie,652,624
9/25/20,Essex,12,13
9/25/20,Franklin,1,1
9/25/20,Fulton,20,28
9/25/20,Genesee,6,6
9/25/20,Greene,5,14
9/25/20,Hamilton,0,1
9/25/20,Herkimer,8,10
9/25/20,Jefferson,1,1
9/25/20,Kings,4573,5071
9/25/20,Lewis,0,5
9/25/20,Livingston,6,6
9/25/20,Madison,6,9
9/25/20,Manhattan,3390,2109
9/25/20,Monroe,277,259
9/25/20,Montgomery,8,9
9/25/20,Nassau,2716,2201
9/25/20,Niagara,68,89
9/25/20,Non-NYS,0,106
9/25/20,Oneida,115,122
9/25/20,Onondaga,197,180
9/25/20,Ontario,26,28
9/25/20,Orange,411,412
9/25/20,Orleans,41,55
9/25/20,Oswego,0,3
9/25/20,Otsego,6,4
9/25/20,Putnam,62,63
9/25/20,Queens,4085,5113
9/25/20,Rensselaer,47,42
9/25/20,Richmond,753,755
9/25/20,Rockland,471,509
9/25/20,Saratoga,5,15
9/25/20,Schenectady,45,46
9/25/20,Schoharie,0,2
9/25/20,Schuyler,0,0
9/25/20,Seneca,0,1
9/25/20,St. Lawrence,4,4
9/25/20,Statewide Total,25450,25450
9/25/20,Steuben,31,41
9/25/20,Suffolk,2059,2013
9/25/20,Sullivan,32,37
9/25/20,Tioga,19,21
9/25/20,Tompkins,2,0
9/25/20,Ulster,52,84
9/25/20,Warren,31,30
9/25/20,Washington,11,14
9/25/20,Wayne,1,3
9/25/20,Westchester,1588,1456
9/25/20,Wyoming,3,5
9/25/20,Yates,6,6
9/26/20,Albany,178,123
9/26/20,Allegany,0,2
9/26/20,Bronx,3096,3380
9/26/20,Broome,91,85
9/26/20,Cattaraugus,6,8
9/26/20,Cayuga,1,2
9/26/20,Chautauqua,5,4
9/26/20,Chemung,7,4
9/26/20,Chenango,3,6
9/26/20,Clinton,6,5
9/26/20,Columbia,43,47
9/26/20,Cortland,0,1
9/26/20,Delaware,0,4
9/26/20,Dutchess,163,156
9/26/20,Erie,653,624
9/26/20,Essex,12,13
9/26/20,Franklin,1,1
9/26/20,Fulton,20,28
9/26/20,Genesee,6,6
9/26/20,Greene,5,14
9/26/20,Hamilton,0,1
9/26/20,Herkimer,8,10
9/26/20,Jefferson,1,1
9/26/20,Kings,4573,5071
9/26/20,Lewis,0,5
9/26/20,Livingston,6,6
9/26/20,Madison,6,9
9/26/20,Manhattan,3392,2110
9/26/20,Monroe,277,259
9/26/20,Montgomery,8,9
9/26/20,Nassau,2716,2201
9/26/20,Niagara,68,89
9/26/20,Non-NYS,0,106
9/26/20,Oneida,115,122
9/26/20,Onondaga,198,181
9/26/20,Ontario,26,28
9/26/20,Orange,412,413
9/26/20,Orleans,41,55
9/26/20,Oswego,0,3
9/26/20,Otsego,6,4
9/26/20,Putnam,62,63
9/26/20,Queens,4085,5113
9/26/20,Rensselaer,47,42
9/26/20,Richmond,753,755
9/26/20,Rockland,471,509
9/26/20,Saratoga,5,15
9/26/20,Schenectady,45,46
9/26/20,Schoharie,0,2
9/26/20,Schuyler,0,0
9/26/20,Seneca,0,1
9/26/20,St. Lawrence,4,4
9/26/20,Statewide Total,25456,25456
9/26/20,Steuben,31,41
9/26/20,Suffolk,2059,2013
9/26/20,Sullivan,32,37
9/26/20,Tioga,19,21
9/26/20,Tompkins,2,0
9/26/20,Ulster,52,84
9/26/20,Warren,31,30
9/26/20,Washington,11,14
9/26/20,Wayne,1,3
9/26/20,Westchester,1588,1456
9/26/20,Wyoming,3,5
9/26/20,Yates,6,6
9/27/20,Albany,178,123
9/27/20,Allegany,0,2
9/27/20,Bronx,3097,3381
9/27/20,Broome,91,85
9/27/20,Cattaraugus,6,8
9/27/20,Cayuga,1,2
9/27/20,Chautauqua,5,4
9/27/20,Chemung,7,4
9/27/20,Chenango,3,6
9/27/20,Clinton,6,5
9/27/20,Columbia,43,47
9/27/20,Cortland,0,1
9/27/20,Delaware,0,4
9/27/20,Dutchess,163,156
9/27/20,Erie,654,625
9/27/20,Essex,12,13
9/27/20,Franklin,1,1
9/27/20,Fulton,20,28
9/27/20,Genesee,6,6
9/27/20,Greene,5,14
9/27/20,Hamilton,0,1
9/27/20,Herkimer,8,10
9/27/20,Jefferson,1,1
9/27/20,Kings,4574,5073
9/27/20,Lewis,0,5
9/27/20,Livingston,6,6
9/27/20,Madison,6,9
9/27/20,Manhattan,3394,2111
9/27/20,Monroe,278,260
9/27/20,Montgomery,8,9
9/27/20,Nassau,2716,2201
9/27/20,Niagara,68,89
9/27/20,Non-NYS,0,107
9/27/20,Oneida,116,123
9/27/20,Onondaga,199,182
9/27/20,Ontario,26,28
9/27/20,Orange,412,413
9/27/20,Orleans,41,55
9/27/20,Oswego,0,3
9/27/20,Otsego,6,4
9/27/20,Putnam,62,63
9/27/20,Queens,4086,5114
9/27/20,Rensselaer,47,42
9/27/20,Richmond,753,755
9/27/20,Rockland,472,509
9/27/20,Saratoga,5,15
9/27/20,Schenectady,45,46
9/27/20,Schoharie,0,2
9/27/20,Schuyler,0,0
9/27/20,Seneca,0,1
9/27/20,St. Lawrence,4,4
9/27/20,Statewide Total,25468,25468
9/27/20,Steuben,32,42
9/27/20,Suffolk,2060,2014
9/27/20,Sullivan,32,37
9/27/20,Tioga,19,21
9/27/20,Tompkins,2,0
9/27/20,Ulster,52,84
9/27/20,Warren,31,30
9/27/20,Washington,11,14
9/27/20,Wayne,1,3
9/27/20,Westchester,1588,1456
9/27/20,Wyoming,3,5
9/27/20,Yates,6,6
9/28/20,Albany,178,123
9/28/20,Allegany,0,2
9/28/20,Bronx,3097,3381
9/28/20,Broome,92,85
9/28/20,Cattaraugus,6,8
9/28/20,Cayuga,1,2
9/28/20,Chautauqua,5,4
9/28/20,Chemung,7,4
9/28/20,Chenango,3,6
9/28/20,Clinton,6,5
9/28/20,Columbia,43,47
9/28/20,Cortland,0,1
9/28/20,Delaware,0,5
9/28/20,Dutchess,163,156
9/28/20,Erie,654,625
9/28/20,Essex,12,13
9/28/20,Franklin,1,1
9/28/20,Fulton,20,28
9/28/20,Genesee,6,6
9/28/20,Greene,5,14
9/28/20,Hamilton,0,1
9/28/20,Herkimer,8,10
9/28/20,Jefferson,1,1
9/28/20,Kings,4574,5073
9/28/20,Lewis,0,5
9/28/20,Livingston,6,6
9/28/20,Madison,6,9
9/28/20,Manhattan,3394,2111
9/28/20,Monroe,278,260
9/28/20,Montgomery,8,9
9/28/20,Nassau,2716,2201
9/28/20,Niagara,68,89
9/28/20,Non-NYS,0,107
9/28/20,Oneida,116,123
9/28/20,Onondaga,199,182
9/28/20,Ontario,26,28
9/28/20,Orange,412,413
9/28/20,Orleans,41,55
9/28/20,Oswego,0,3
9/28/20,Otsego,6,4
9/28/20,Putnam,62,63
