Report Date,County,Place of Fatality,Deaths by County of Residence
1/14/21,Rockland,573,615
1/14/21,Saratoga,50,76
1/14/21,Schenectady,105,116
1/14/21,Schoharie,0,5
1/14/21,Schuyler,4,10
1/14/21,Seneca,28,45
1/14/21,St. Lawrence,55,55
1/14/21,Statewide Total,32566,32566
1/14/21,Steuben,112,130
1/14/21,Suffolk,2587,2545
1/14/21,Sullivan,41,48
1/14/21,Tioga,39,54
1/14/21,Tompkins,25,22
1/14/21,Ulster,113,183
1/14/21,Warren,48,36
1/14/21,Washington,13,21
1/14/21,Wayne,27,50
1/14/21,Westchester,1926,1774
1/14/21,Wyoming,31,41
1/14/21,Yates,11,16
1/15/21,Albany,381,251
1/15/21,Allegany,54,75
1/15/21,Bronx,3338,3655
1/15/21,Broome,269,249
1/15/21,Cattaraugus,56,60
1/15/21,Cayuga,60,69
1/15/21,Chautauqua,56,54
1/15/21,Chemung,130,107
1/15/21,Chenango,30,39
1/15/21,Clinton,18,16
1/15/21,Columbia,68,67
1/15/21,Cortland,50,53
1/15/21,Delaware,7,16
1/15/21,Dutchess,319,298
1/15/21,Erie,1446,1350
1/15/21,Essex,13,16
1/15/21,Franklin,8,9
1/15/21,Fulton,34,47
1/15/21,Genesee,88,96
1/15/21,Greene,22,55
1/15/21,Hamilton,0,1
1/15/21,Herkimer,20,48
1/15/21,Jefferson,16,21
1/15/21,Kings,5074,5648
1/15/21,Lewis,8,22
1/15/21,Livingston,21,37
1/15/21,Madison,71,75
1/15/21,Manhattan,3784,2331
1/15/21,Monroe,835,742
1/15/21,Montgomery,65,72
1/15/21,Nassau,3092,2529
1/15/21,Niagara,171,235
1/15/21,Non-NYS,0,164
1/15/21,Oneida,341,335
1/15/21,Onondaga,576,520
1/15/21,Ontario,94,79
1/15/21,Orange,585,564
1/15/21,Orleans,44,68
1/15/21,Oswego,49,62
1/15/21,Otsego,29,21
1/15/21,Putnam,70,72
1/15/21,Queens,4491,5579
1/15/21,Rensselaer,87,101
1/15/21,Richmond,934,942
1/15/21,Rockland,576,618
1/15/21,Saratoga,53,78
1/15/21,Schenectady,106,118
1/15/21,Schoharie,0,5
1/15/21,Schuyler,4,10
1/15/21,Seneca,28,45
1/15/21,St. Lawrence,56,56
1/15/21,Statewide Total,32725,32725
1/15/21,Steuben,112,130
1/15/21,Suffolk,2601,2560
1/15/21,Sullivan,41,48
1/15/21,Tioga,39,54
1/15/21,Tompkins,25,22
1/15/21,Ulster,114,186
1/15/21,Warren,48,37
1/15/21,Washington,13,21
1/15/21,Wayne,28,50
1/15/21,Westchester,1935,1780
1/15/21,Wyoming,31,41
1/15/21,Yates,11,16
1/16/21,Albany,383,252
1/16/21,Allegany,54,75
1/16/21,Bronx,3341,3658
1/16/21,Broome,274,254
1/16/21,Cattaraugus,56,60
1/16/21,Cayuga,60,69
1/16/21,Chautauqua,57,56
1/16/21,Chemung,130,107
1/16/21,Chenango,30,39
1/16/21,Clinton,19,17
1/16/21,Columbia,69,69
1/16/21,Cortland,50,53
1/16/21,Delaware,8,19
1/16/21,Dutchess,327,304
1/16/21,Erie,1460,1360
1/16/21,Essex,13,16
1/16/21,Franklin,8,9
1/16/21,Fulton,35,48
1/16/21,Genesee,90,98
1/16/21,Greene,24,57
1/16/21,Hamilton,0,1
1/16/21,Herkimer,22,51
1/16/21,Jefferson,16,21
1/16/21,Kings,5081,5657
1/16/21,Lewis,9,23
1/16/21,Livingston,22,38
1/16/21,Madison,71,75
1/16/21,Manhattan,3798,2339
1/16/21,Monroe,846,753
1/16/21,Montgomery,65,72
1/16/21,Nassau,3104,2540
1/16/21,Niagara,172,239
1/16/21,Non-NYS,0,164
1/16/21,Oneida,347,341
1/16/21,Onondaga,580,524
1/16/21,Ontario,95,81
1/16/21,Orange,590,568
1/16/21,Orleans,44,68
1/16/21,Oswego,50,63
1/16/21,Otsego,34,23
1/16/21,Putnam,72,74
1/16/21,Queens,4505,5597
1/16/21,Rensselaer,87,102
1/16/21,Richmond,940,948
1/16/21,Rockland,578,621
1/16/21,Saratoga,54,79
1/16/21,Schenectady,110,122
1/16/21,Schoharie,0,5
1/16/21,Schuyler,4,10
1/16/21,Seneca,28,45
1/16/21,St. Lawrence,56,56
1/16/21,Statewide Total,32897,32897
1/16/21,Steuben,113,131
1/16/21,Suffolk,2618,2577
1/16/21,Sullivan,41,48
1/16/21,Tioga,39,54
1/16/21,Tompkins,25,22
1/16/21,Ulster,115,189
1/16/21,Warren,48,37
1/16/21,Washington,15,23
1/16/21,Wayne,29,50
1/16/21,Westchester,1944,1789
1/16/21,Wyoming,31,41
1/16/21,Yates,11,16
1/17/21,Albany,388,255
1/17/21,Allegany,54,75
1/17/21,Bronx,3346,3662
1/17/21,Broome,276,255
1/17/21,Cattaraugus,57,61
1/17/21,Cayuga,60,69
1/17/21,Chautauqua,57,56
1/17/21,Chemung,131,108
1/17/21,Chenango,31,40
1/17/21,Clinton,19,18
1/17/21,Columbia,69,69
1/17/21,Cortland,50,54
1/17/21,Delaware,9,20
1/17/21,Dutchess,336,311
1/17/21,Erie,1473,1371
1/17/21,Essex,16,18
1/17/21,Franklin,8,9
1/17/21,Fulton,39,52
1/17/21,Genesee,90,98
1/17/21,Greene,24,57
1/17/21,Hamilton,0,1
1/17/21,Herkimer,24,56
1/17/21,Jefferson,17,22
1/17/21,Kings,5094,5672
1/17/21,Lewis,9,24
1/17/21,Livingston,24,40
1/17/21,Madison,71,76
1/17/21,Manhattan,3807,2342
1/17/21,Monroe,854,760
1/17/21,Montgomery,67,74
1/17/21,Nassau,3118,2551
1/17/21,Niagara,172,241
1/17/21,Non-NYS,0,165
1/17/21,Oneida,350,342
1/17/21,Onondaga,586,528
1/17/21,Ontario,95,82
1/17/21,Orange,594,571
1/17/21,Orleans,44,68
1/17/21,Oswego,51,65
1/17/21,Otsego,36,23
1/17/21,Putnam,72,74
1/17/21,Queens,4516,5612
1/17/21,Rensselaer,87,104
1/17/21,Richmond,941,950
1/17/21,Rockland,579,622
1/17/21,Saratoga,55,80
1/17/21,Schenectady,112,124
1/17/21,Schoharie,0,5
1/17/21,Schuyler,4,10
1/17/21,Seneca,28,46
1/17/21,St. Lawrence,59,59
1/17/21,Statewide Total,33052,33052
1/17/21,Steuben,114,131
1/17/21,Suffolk,2629,2589
1/17/21,Sullivan,41,49
1/17/21,Tioga,39,54
1/17/21,Tompkins,26,23
1/17/21,Ulster,115,191
1/17/21,Warren,50,38
1/17/21,Washington,15,24
1/17/21,Wayne,30,51
1/17/21,Westchester,1951,1797
1/17/21,Wyoming,32,42
1/17/21,Yates,11,16
1/18/21,Albany,390,257
1/18/21,Allegany,54,75
1/18/21,Bronx,3355,3670
1/18/21,Broome,280,259
1/18/21,Cattaraugus,57,61
1/18/21,Cayuga,61,70
1/18/21,Chautauqua,64,63
1/18/21,Chemung,131,108
1/18/21,Chenango,33,42
1/18/21,Clinton,20,18
1/18/21,Columbia,71,71
1/18/21,Cortland,50,54
1/18/21,Delaware,9,20
1/18/21,Dutchess,344,319
1/18/21,Erie,1483,1381
1/18/21,Essex,16,19
1/18/21,Franklin,8,9
1/18/21,Fulton,40,53
1/18/21,Genesee,91,99
1/18/21,Greene,25,59
1/18/21,Hamilton,0,1
1/18/21,Herkimer,24,57
1/18/21,Jefferson,18,23
1/18/21,Kings,5109,5690
1/18/21,Lewis,9,24
1/18/21,Livingston,24,40
1/18/21,Madison,71,76
1/18/21,Manhattan,3818,2348
1/18/21,Monroe,866,769
1/18/21,Montgomery,68,75
1/18/21,Nassau,3131,2563
1/18/21,Niagara,174,244
1/18/21,Non-NYS,0,165
1/18/21,Oneida,357,349
1/18/21,Onondaga,593,533
1/18/21,Ontario,95,82
1/18/21,Orange,596,572
1/18/21,Orleans,44,69
1/18/21,Oswego,54,69
1/18/21,Otsego,36,23
1/18/21,Putnam,72,74
1/18/21,Queens,4529,5629
1/18/21,Rensselaer,88,104
1/18/21,Richmond,941,950
1/18/21,Rockland,580,624
1/18/21,Saratoga,57,82
1/18/21,Schenectady,115,127
1/18/21,Schoharie,0,5
1/18/21,Schuyler,4,10
1/18/21,Seneca,28,46
1/18/21,St. Lawrence,60,60
1/18/21,Statewide Total,33224,33224
1/18/21,Steuben,114,131
1/18/21,Suffolk,2642,2603
1/18/21,Sullivan,41,49
1/18/21,Tioga,39,54
1/18/21,Tompkins,26,23
1/18/21,Ulster,115,192
1/18/21,Warren,52,40
1/18/21,Washington,15,24
1/18/21,Wayne,30,52
1/18/21,Westchester,1962,1806
1/18/21,Wyoming,33,43
1/18/21,Yates,12,17
1/19/21,Albany,395,260
1/19/21,Allegany,54,75
1/19/21,Bronx,3369,3688
1/19/21,Broome,281,260
1/19/21,Cattaraugus,57,61
1/19/21,Cayuga,62,71
1/19/21,Chautauqua,65,64
1/19/21,Chemung,131,108
1/19/21,Chenango,35,44
1/19/21,Clinton,20,18
1/19/21,Columbia,72,72
1/19/21,Cortland,50,54
1/19/21,Delaware,12,23
1/19/21,Dutchess,348,322
1/19/21,Erie,1497,1390
1/19/21,Essex,16,19
1/19/21,Franklin,8,9
1/19/21,Fulton,40,53
1/19/21,Genesee,91,100
1/19/21,Greene,25,60
1/19/21,Hamilton,0,1
1/19/21,Herkimer,26,59
1/19/21,Jefferson,19,24
1/19/21,Kings,5127,5711
1/19/21,Lewis,9,24
1/19/21,Livingston,26,42
1/19/21,Madison,71,76
1/19/21,Manhattan,3837,2357
1/19/21,Monroe,878,780
1/19/21,Montgomery,68,75
1/19/21,Nassau,3151,2581
1/19/21,Niagara,174,248
1/19/21,Non-NYS,0,166
1/19/21,Oneida,360,352
1/19/21,Onondaga,595,535
1/19/21,Ontario,95,82
1/19/21,Orange,598,574
1/19/21,Orleans,44,69
1/19/21,Oswego,54,69
1/19/21,Otsego,36,23
1/19/21,Putnam,73,75
1/19/21,Queens,4538,5641
1/19/21,Rensselaer,90,106
1/19/21,Richmond,944,953
1/19/21,Rockland,582,626
1/19/21,Saratoga,59,83
1/19/21,Schenectady,116,128
1/19/21,Schoharie,0,5
1/19/21,Schuyler,4,10
1/19/21,Seneca,28,46
1/19/21,St. Lawrence,62,63
1/19/21,Statewide Total,33415,33415
1/19/21,Steuben,114,131
1/19/21,Suffolk,2663,2624
1/19/21,Sullivan,41,49
1/19/21,Tioga,39,54
1/19/21,Tompkins,27,24
1/19/21,Ulster,118,196
1/19/21,Warren,53,42
1/19/21,Washington,15,24
1/19/21,Wayne,32,54
1/19/21,Westchester,1974,1819
1/19/21,Wyoming,33,44
1/19/21,Yates,14,19
1/20/21,Albany,400,263
1/20/21,Allegany,54,75
1/20/21,Bronx,3374,3695
1/20/21,Broome,285,263
1/20/21,Cattaraugus,57,61
1/20/21,Cayuga,64,74
1/20/21,Chautauqua,67,66
1/20/21,Chemung,132,109
1/20/21,Chenango,35,44
1/20/21,Clinton,20,18
1/20/21,Columbia,74,73
1/20/21,Cortland,50,54
1/20/21,Delaware,13,25
1/20/21,Dutchess,352,324
1/20/21,Erie,1511,1401
1/20/21,Essex,16,19
1/20/21,Franklin,8,9
1/20/21,Fulton,41,54
1/20/21,Genesee,92,101
1/20/21,Greene,25,61
1/20/21,Hamilton,0,1
1/20/21,Herkimer,29,64
1/20/21,Jefferson,20,25
1/20/21,Kings,5146,5732
1/20/21,Lewis,9,24
1/20/21,Livingston,26,42
1/20/21,Madison,71,76
1/20/21,Manhattan,3848,2362
1/20/21,Monroe,891,791
1/20/21,Montgomery,69,77
1/20/21,Nassau,3161,2589
1/20/21,Niagara,174,251
1/20/21,Non-NYS,0,167
1/20/21,Oneida,368,358
1/20/21,Onondaga,599,537
1/20/21,Ontario,96,83
1/20/21,Orange,598,574
1/20/21,Orleans,45,71
1/20/21,Oswego,55,71
1/20/21,Otsego,36,23
1/20/21,Putnam,73,75
1/20/21,Queens,4553,5661
1/20/21,Rensselaer,93,108
1/20/21,Richmond,951,960
1/20/21,Rockland,585,629
1/20/21,Saratoga,60,84
1/20/21,Schenectady,121,134
1/20/21,Schoharie,0,5
1/20/21,Schuyler,4,10
1/20/21,Seneca,28,47
1/20/21,St. Lawrence,62,63
1/20/21,Statewide Total,33594,33594
1/20/21,Steuben,114,131
1/20/21,Suffolk,2682,2642
1/20/21,Sullivan,41,49
1/20/21,Tioga,39,54
1/20/21,Tompkins,28,25
1/20/21,Ulster,119,199
1/20/21,Warren,54,42
1/20/21,Washington,15,25
1/20/21,Wayne,34,56
1/20/21,Westchester,1979,1824
1/20/21,Wyoming,33,44
1/20/21,Yates,15,20
1/21/21,Albany,403,266
1/21/21,Allegany,54,75
1/21/21,Bronx,3380,3702
1/21/21,Broome,291,269
1/21/21,Cattaraugus,58,62
1/21/21,Cayuga,64,74
1/21/21,Chautauqua,71,70
1/21/21,Chemung,132,109
1/21/21,Chenango,35,44
1/21/21,Clinton,21,18
1/21/21,Columbia,75,73
1/21/21,Cortland,50,54
1/21/21,Delaware,14,27
1/21/21,Dutchess,358,330
1/21/21,Erie,1517,1407
1/21/21,Essex,16,21
1/21/21,Franklin,8,9
1/21/21,Fulton,41,55
1/21/21,Genesee,92,101
1/21/21,Greene,26,63
1/21/21,Hamilton,0,1
1/21/21,Herkimer,30,67
1/21/21,Jefferson,21,27
1/21/21,Kings,5163,5753
1/21/21,Lewis,9,24
1/21/21,Livingston,26,42
1/21/21,Madison,71,76
1/21/21,Manhattan,3862,2367
1/21/21,Monroe,904,804
1/21/21,Montgomery,71,77
1/21/21,Nassau,3172,2597
1/21/21,Niagara,174,251
1/21/21,Non-NYS,0,168
1/21/21,Oneida,381,369
1/21/21,Onondaga,603,541
1/21/21,Ontario,96,83
1/21/21,Orange,598,575
1/21/21,Orleans,45,71
1/21/21,Oswego,58,74
1/21/21,Otsego,37,24
1/21/21,Putnam,73,75
1/21/21,Queens,4566,5679
1/21/21,Rensselaer,94,109
1/21/21,Richmond,953,962
1/21/21,Rockland,588,631
1/21/21,Saratoga,62,86
1/21/21,Schenectady,122,135
1/21/21,Schoharie,0,6
1/21/21,Schuyler,4,10
1/21/21,Seneca,28,47
1/21/21,St. Lawrence,63,63
1/21/21,Statewide Total,33763,33763
1/21/21,Steuben,114,131
1/21/21,Suffolk,2701,2661
1/21/21,Sullivan,41,49
1/21/21,Tioga,39,54
1/21/21,Tompkins,28,25
1/21/21,Ulster,120,199
1/21/21,Warren,55,42
1/21/21,Washington,16,27
1/21/21,Wayne,34,56
1/21/21,Westchester,1987,1832
1/21/21,Wyoming,33,44
1/21/21,Yates,15,20
1/22/21,Albany,411,270
1/22/21,Allegany,54,75
1/22/21,Bronx,3387,3711
1/22/21,Broome,292,270
1/22/21,Cattaraugus,58,62
1/22/21,Cayuga,65,75
1/22/21,Chautauqua,73,72
1/22/21,Chemung,134,111
1/22/21,Chenango,36,45
1/22/21,Clinton,21,18
1/22/21,Columbia,76,74
1/22/21,Cortland,51,55
1/22/21,Delaware,14,27
1/22/21,Dutchess,363,336
1/22/21,Erie,1520,1409
1/22/21,Essex,16,21
1/22/21,Franklin,8,9
1/22/21,Fulton,42,56
1/22/21,Genesee,93,102
1/22/21,Greene,26,63
1/22/21,Hamilton,0,1
1/22/21,Herkimer,31,70
1/22/21,Jefferson,22,29
1/22/21,Kings,5180,5773
1/22/21,Lewis,10,25
1/22/21,Livingston,26,42
1/22/21,Madison,71,76
1/22/21,Manhattan,3874,2374
1/22/21,Monroe,917,816
1/22/21,Montgomery,71,78
1/22/21,Nassau,3178,2604
1/22/21,Niagara,175,253
1/22/21,Non-NYS,0,168
1/22/21,Oneida,383,369
1/22/21,Onondaga,609,547
1/22/21,Ontario,96,83
1/22/21,Orange,600,577
1/22/21,Orleans,45,71
1/22/21,Oswego,59,75
1/22/21,Otsego,37,24
1/22/21,Putnam,73,76
1/22/21,Queens,4577,5689
1/22/21,Rensselaer,94,110
1/22/21,Richmond,955,964
1/22/21,Rockland,590,633
1/22/21,Saratoga,65,89
1/22/21,Schenectady,123,137
1/22/21,Schoharie,1,6
1/22/21,Schuyler,4,10
1/22/21,Seneca,28,47
1/22/21,St. Lawrence,64,64
1/22/21,Statewide Total,33907,33907
1/22/21,Steuben,114,132
1/22/21,Suffolk,2718,2677
1/22/21,Sullivan,42,51
1/22/21,Tioga,39,54
1/22/21,Tompkins,29,25
1/22/21,Ulster,121,200
1/22/21,Warren,55,42
1/22/21,Washington,16,27
1/22/21,Wayne,34,56
1/22/21,Westchester,1992,1836
1/22/21,Wyoming,33,44
1/22/21,Yates,16,22
1/23/21,Albany,418,272
1/23/21,Allegany,54,75
1/23/21,Bronx,3392,3719
1/23/21,Broome,297,275
1/23/21,Cattaraugus,59,62
1/23/21,Cayuga,66,76
1/23/21,Chautauqua,74,73
1/23/21,Chemung,134,111
1/23/21,Chenango,37,46
1/23/21,Clinton,21,18
1/23/21,Columbia,78,76
1/23/21,Cortland,51,55
1/23/21,Delaware,15,28
1/23/21,Dutchess,364,337
1/23/21,Erie,1526,1412
1/23/21,Essex,16,21
1/23/21,Franklin,8,9
1/23/21,Fulton,43,58
1/23/21,Genesee,93,103
1/23/21,Greene,27,64
1/23/21,Hamilton,0,1
1/23/21,Herkimer,31,73
1/23/21,Jefferson,23,30
1/23/21,Kings,5204,5801
1/23/21,Lewis,10,25
1/23/21,Livingston,26,42
1/23/21,Madison,71,77
1/23/21,Manhattan,3887,2377
1/23/21,Monroe,926,822
1/23/21,Montgomery,72,79
1/23/21,Nassau,3191,2615
1/23/21,Niagara,177,258
1/23/21,Non-NYS,0,170
1/23/21,Oneida,389,373
1/23/21,Onondaga,613,550
1/23/21,Ontario,96,83
1/23/21,Orange,603,579
1/23/21,Orleans,46,73
1/23/21,Oswego,59,75
1/23/21,Otsego,38,24
1/23/21,Putnam,73,76
1/23/21,Queens,4589,5705
1/23/21,Rensselaer,95,113
1/23/21,Richmond,957,966
1/23/21,Rockland,594,637
1/23/21,Saratoga,70,95
1/23/21,Schenectady,124,139
1/23/21,Schoharie,1,6
1/23/21,Schuyler,4,10
1/23/21,Seneca,28,47
1/23/21,St. Lawrence,64,64
1/23/21,Statewide Total,34069,34069
1/23/21,Steuben,114,132
1/23/21,Suffolk,2730,2690
1/23/21,Sullivan,42,52
1/23/21,Tioga,39,54
1/23/21,Tompkins,29,25
1/23/21,Ulster,122,202
1/23/21,Warren,56,43
1/23/21,Washington,16,27
1/23/21,Wayne,34,57
1/23/21,Westchester,2004,1846
1/23/21,Wyoming,33,44
1/23/21,Yates,16,22
1/24/21,Albany,426,275
1/24/21,Allegany,54,75
1/24/21,Bronx,3398,3727
1/24/21,Broome,302,280
1/24/21,Cattaraugus,61,63
1/24/21,Cayuga,66,76
1/24/21,Chautauqua,76,76
1/24/21,Chemung,134,111
1/24/21,Chenango,38,48
1/24/21,Clinton,22,19
1/24/21,Columbia,78,77
1/24/21,Cortland,51,55
1/24/21,Delaware,16,29
1/24/21,Dutchess,369,341
1/24/21,Erie,1533,1417
1/24/21,Essex,16,21
1/24/21,Franklin,8,9
1/24/21,Fulton,45,61
1/24/21,Genesee,93,103
1/24/21,Greene,27,64
1/24/21,Hamilton,0,1
1/24/21,Herkimer,33,75
1/24/21,Jefferson,27,34
1/24/21,Kings,5223,5820
1/24/21,Lewis,10,25
1/24/21,Livingston,26,42
1/24/21,Madison,71,77
1/24/21,Manhattan,3904,2386
1/24/21,Monroe,930,826
1/24/21,Montgomery,73,80
1/24/21,Nassau,3201,2625
1/24/21,Niagara,183,265
1/24/21,Non-NYS,0,176
1/24/21,Oneida,390,375
1/24/21,Onondaga,618,552
1/24/21,Ontario,96,83
1/24/21,Orange,606,582
1/24/21,Orleans,46,73
1/24/21,Oswego,60,78
1/24/21,Otsego,40,26
1/24/21,Putnam,73,76
1/24/21,Queens,4600,5718
1/24/21,Rensselaer,95,113
1/24/21,Richmond,964,973
1/24/21,Rockland,597,640
1/24/21,Saratoga,73,101
1/24/21,Schenectady,129,144
1/24/21,Schoharie,2,7
1/24/21,Schuyler,4,10
1/24/21,Seneca,28,47
1/24/21,St. Lawrence,64,64
1/24/21,Statewide Total,34242,34242
1/24/21,Steuben,114,132
1/24/21,Suffolk,2748,2708
1/24/21,Sullivan,42,53
1/24/21,Tioga,39,54
1/24/21,Tompkins,29,25
1/24/21,Ulster,122,204
1/24/21,Warren,57,44
1/24/21,Washington,16,27
1/24/21,Wayne,34,57
1/24/21,Westchester,2013,1851
1/24/21,Wyoming,33,44
1/24/21,Yates,16,22
1/25/21,Albany,432,280
1/25/21,Allegany,54,75
1/25/21,Bronx,3407,3736
1/25/21,Broome,306,282
1/25/21,Cattaraugus,62,64
1/25/21,Cayuga,67,77
1/25/21,Chautauqua,80,80
1/25/21,Chemung,135,112
1/25/21,Chenango,38,50
1/25/21,Clinton,23,20
1/25/21,Columbia,79,77
1/25/21,Cortland,52,55
1/25/21,Delaware,16,29
1/25/21,Dutchess,371,343
1/25/21,Erie,1539,1422
1/25/21,Essex,16,21
1/25/21,Franklin,8,9
1/25/21,Fulton,45,61
1/25/21,Genesee,94,104
1/25/21,Greene,28,66
1/25/21,Hamilton,0,1
1/25/21,Herkimer,34,77
1/25/21,Jefferson,30,37
1/25/21,Kings,5238,5837
1/25/21,Lewis,10,25
1/25/21,Livingston,27,43
1/25/21,Madison,71,77
1/25/21,Manhattan,3912,2391
1/25/21,Monroe,942,836
1/25/21,Montgomery,73,80
1/25/21,Nassau,3213,2635
1/25/21,Niagara,184,267
1/25/21,Non-NYS,0,176
1/25/21,Oneida,394,378
1/25/21,Onondaga,622,555
1/25/21,Ontario,96,83
1/25/21,Orange,607,583
1/25/21,Orleans,46,74
1/25/21,Oswego,61,80
1/25/21,Otsego,41,27
1/25/21,Putnam,73,77
1/25/21,Queens,4617,5737
1/25/21,Rensselaer,95,114
1/25/21,Richmond,968,977
1/25/21,Rockland,600,643
1/25/21,Saratoga,79,108
1/25/21,Schenectady,131,145
1/25/21,Schoharie,2,8
1/25/21,Schuyler,4,10
1/25/21,Seneca,29,48
1/25/21,St. Lawrence,64,64
1/25/21,Statewide Total,34407,34407
1/25/21,Steuben,115,133
1/25/21,Suffolk,2763,2723
1/25/21,Sullivan,42,53
1/25/21,Tioga,39,54
1/25/21,Tompkins,31,28
1/25/21,Ulster,122,205
1/25/21,Warren,58,44
1/25/21,Washington,17,28
1/25/21,Wayne,35,58
1/25/21,Westchester,2021,1858
1/25/21,Wyoming,33,45
1/25/21,Yates,16,22
1/26/21,Albany,435,282
1/26/21,Allegany,54,76
1/26/21,Bronx,3414,3745
1/26/21,Broome,307,283
1/26/21,Cattaraugus,64,65
1/26/21,Cayuga,68,78
1/26/21,Chautauqua,85,85
1/26/21,Chemung,136,114
1/26/21,Chenango,39,51
1/26/21,Clinton,23,20
1/26/21,Columbia,81,79
1/26/21,Cortland,52,55
1/26/21,Delaware,16,29
1/26/21,Dutchess,373,345
1/26/21,Erie,1552,1433
1/26/21,Essex,16,21
1/26/21,Franklin,8,9
1/26/21,Fulton,46,61
1/26/21,Genesee,95,106
1/26/21,Greene,29,67
1/26/21,Hamilton,0,1
1/26/21,Herkimer,37,80
1/26/21,Jefferson,31,38
1/26/21,Kings,5255,5854
1/26/21,Lewis,10,25
1/26/21,Livingston,27,43
1/26/21,Madison,72,78
1/26/21,Manhattan,3929,2403
1/26/21,Monroe,955,848
1/26/21,Montgomery,74,82
1/26/21,Nassau,3226,2648
1/26/21,Niagara,184,269
1/26/21,Non-NYS,0,176
1/26/21,Oneida,399,383
1/26/21,Onondaga,627,560
1/26/21,Ontario,96,83
1/26/21,Orange,610,586
1/26/21,Orleans,46,74
1/26/21,Oswego,62,81
1/26/21,Otsego,41,27
1/26/21,Putnam,74,79
1/26/21,Queens,4631,5752
1/26/21,Rensselaer,97,116
1/26/21,Richmond,969,978
1/26/21,Rockland,601,644
1/26/21,Saratoga,80,110
1/26/21,Schenectady,134,148
1/26/21,Schoharie,2,8
1/26/21,Schuyler,4,10
1/26/21,Seneca,29,48
1/26/21,St. Lawrence,65,65
1/26/21,Statewide Total,34579,34579
1/26/21,Steuben,116,133
1/26/21,Suffolk,2776,2739
1/26/21,Sullivan,42,53
1/26/21,Tioga,39,54
1/26/21,Tompkins,31,28
1/26/21,Ulster,122,205
1/26/21,Warren,62,47
1/26/21,Washington,18,30
1/26/21,Wayne,35,58
1/26/21,Westchester,2029,1864
1/26/21,Wyoming,33,45
1/26/21,Yates,16,22
1/27/21,Albany,437,282
1/27/21,Allegany,54,77
1/27/21,Bronx,3420,3751
1/27/21,Broome,313,289
1/27/21,Cattaraugus,64,65
1/27/21,Cayuga,69,80
1/27/21,Chautauqua,87,88
1/27/21,Chemung,137,115
1/27/21,Chenango,39,51
1/27/21,Clinton,23,20
1/27/21,Columbia,81,79
1/27/21,Cortland,52,56
1/27/21,Delaware,16,29
1/27/21,Dutchess,375,347
1/27/21,Erie,1566,1444
1/27/21,Essex,16,21
1/27/21,Franklin,8,9
1/27/21,Fulton,47,62
1/27/21,Genesee,95,107
1/27/21,Greene,29,67
1/27/21,Hamilton,0,1
1/27/21,Herkimer,41,84
1/27/21,Jefferson,35,42
1/27/21,Kings,5276,5877
1/27/21,Lewis,10,25
1/27/21,Livingston,27,44
1/27/21,Madison,72,78
1/27/21,Manhattan,3937,2407
1/27/21,Monroe,967,857
1/27/21,Montgomery,74,82
1/27/21,Nassau,3233,2655
1/27/21,Niagara,184,270
1/27/21,Non-NYS,0,176
1/27/21,Oneida,406,390
1/27/21,Onondaga,636,566
1/27/21,Ontario,98,85
1/27/21,Orange,611,586
1/27/21,Orleans,46,75
1/27/21,Oswego,62,82
1/27/21,Otsego,43,29
1/27/21,Putnam,74,79
1/27/21,Queens,4644,5767
1/27/21,Rensselaer,97,116
1/27/21,Richmond,972,981
1/27/21,Rockland,603,645
1/27/21,Saratoga,82,113
1/27/21,Schenectady,134,148
1/27/21,Schoharie,2,8
1/27/21,Schuyler,4,10
1/27/21,Seneca,30,49
1/27/21,St. Lawrence,66,66
1/27/21,Statewide Total,34742,34742
1/27/21,Steuben,116,133
1/27/21,Suffolk,2793,2756
1/27/21,Sullivan,43,55
1/27/21,Tioga,39,54
1/27/21,Tompkins,31,28
1/27/21,Ulster,123,207
1/27/21,Warren,62,47
1/27/21,Washington,18,30
1/27/21,Wayne,35,58
1/27/21,Westchester,2039,1875
1/27/21,Wyoming,33,45
1/27/21,Yates,16,22
1/28/21,Albany,437,282
1/28/21,Allegany,54,78
1/28/21,Bronx,3428,3760
1/28/21,Broome,314,290
1/28/21,Cattaraugus,66,67
1/28/21,Cayuga,69,80
1/28/21,Chautauqua,90,91
1/28/21,Chemung,137,115
1/28/21,Chenango,41,53
1/28/21,Clinton,23,20
1/28/21,Columbia,83,81
1/28/21,Cortland,52,56
1/28/21,Delaware,16,29
1/28/21,Dutchess,379,352
1/28/21,Erie,1573,1451
1/28/21,Essex,16,21
1/28/21,Franklin,8,9
1/28/21,Fulton,47,63
1/28/21,Genesee,95,107
1/28/21,Greene,29,67
1/28/21,Hamilton,0,1
1/28/21,Herkimer,43,87
1/28/21,Jefferson,35,42
1/28/21,Kings,5294,5897
1/28/21,Lewis,10,25
1/28/21,Livingston,28,45
1/28/21,Madison,72,78
1/28/21,Manhattan,3964,2425
1/28/21,Monroe,974,863
1/28/21,Montgomery,74,82
1/28/21,Nassau,3241,2663
1/28/21,Niagara,185,271
1/28/21,Non-NYS,0,176
1/28/21,Oneida,412,395
1/28/21,Onondaga,637,567
1/28/21,Ontario,99,86
1/28/21,Orange,611,586
1/28/21,Orleans,46,76
1/28/21,Oswego,62,82
1/28/21,Otsego,43,29
1/28/21,Putnam,75,80
1/28/21,Queens,4654,5780
1/28/21,Rensselaer,97,116
1/28/21,Richmond,973,983
1/28/21,Rockland,605,647
